obs,time,elapsed,date,hhmmss,averaging,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,Tled,Pc,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
11,1784908368,1223.1,20260724 11:52:48,11:52:48,15,1784908360,9.54496E-05,0.095449611,-0.024393318,430.6129032,423.8212009,43.4610377,44.1574975,0.003862114,3.144370102,0.003859481,0.002412412,261.4498966,28.47658041,27.57990968,3.702891617,34.18982388,1.227783853,3.591079781,2.475107764,-4.209327823,-88.70725237,-6.107764038,162.4255524,0.984702101,0.068910876,-0.024393318,437.9739618,437.1532606,0.086827511,92.62082436,0.095449611,11.84101359,12.01097902,0.005333553,96.44450347,0,0,1,0,54115.29523,1499.999677,1273.859707,0.849239987,0.174299969,9,0.5,0: Broadleaf,2,TRUE,1784908360,430.6129032,433.0465484,11.97304194,11.80969355,433.3019032,11.92504194,375.1320968,102.4456774,0.100013074,27.05662258,27.57990968,999.9,0,0,9991.365484,695.3578065,0.218638,-2.323953539,435.9467742,438.2217419,0.173601774,433.0465484,11.80969355,1.227638387,1.209854194,9.940991935,9.723320645,1499.999677,0.692000419,0.307999581,28,28282.51935,1784908385,11:53:04,1784908385,1784908384,12,-0.122,-0.004,-2.689,0.048,422,11,0.55,0.19,-2.680101383,6.099818969,0.977692145,0,0.183148463,-0.196858307,0.025137047,0,0,2,0/2,2.63667,2.71258,0.101682,0.100847,0.0726843,0.0721445,25241.8,24958.3,25560.2,25516.3,32758.3,32272.6,39262.8,38394.8,1.71283,2.16908,0.0809804,0,26.2559,999.9,54.4,27.6,19.687,62.7953,19.7957,1,0.0644842,0,20.4209,5.22298,11.98,4.96975,3.29575,9103.2,9999,9999,233.3,4.96997,1.87515,1.87119,1.87435,1.87429,1.87238,1.87363,1.87485,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-2.689,0.048,-1.496038446,-0.002774575,7.27494E-07,-2.16226E-10,-0.047378433,-0.001584374,0.000939206,-5.31953E-06,23,2146,2,22,1.7,1.7,0.15625,4.99756,1.49902,2.27905,1.49902,2.37793,31.6298,15.568,3,353.083,681.417,26.8841,28.053,30.0003,27.9709,28.0131,-1,40,10,-999.9,400,20,100.924,107.302
12,1784908488,1343.1,20260724 11:54:48,11:54:48,15,1784908480,0.000109464,0.109463708,0.137048439,413.3811667,347.1672186,35.6009377,42.39097579,0.00432033,3.147849539,0.004317038,0.002698444,261.4499157,28.47618049,27.55312333,3.697095218,32.25069873,1.158453013,3.592024539,2.538642205,-4.827349538,-83.49917139,-5.742176764,167.381218,-0.171725366,0.133373487,0.137048439,417.1624854,417.623097,-0.078249293,92.62694292,0.109463708,10.97297099,11.26411608,-0.002977227,96.60524248,0,0,1,0,54196.7181,1499.999667,1273.859745,0.849240019,0.174299983,9,0.5,0: Broadleaf,2,TRUE,1784908480,413.3811667,413.1014333,11.29680667,10.98042333,415.9581667,11.25480667,375.1149333,102.4469667,0.099978397,27.06110333,27.55312333,999.9,0,0,10007.064,695.6671667,0.218638,0.19492894,418.0189,417.6878,0.317025233,413.1014333,10.98042333,1.157389333,1.124909667,9.064422,8.643237667,1499.999667,0.692000333,0.3079997,28,28282.52667,1784908505,11:55:04,1784908504,1784908505,13,0.082,0.003,-2.577,0.042,412,11,0.22,0.1,0.104351459,2.4706688,0.550841202,0,0.335766024,-0.278139031,0.029984451,0,0,2,0/2,2.63665,2.71262,0.0982974,0.0974789,0.0692911,0.0685551,25335,25049,25558.5,25513.7,32876.7,32394.8,39259.8,38391,1.71242,2.16787,0.082612,0,26.2057,999.9,52,27.7,18.9281,62.1054,19.4631,1,0.0681911,0,20.4213,5.22253,11.98,4.9695,3.296,9103.2,9999,9999,233.3,4.96999,1.87515,1.8712,1.87431,1.87425,1.87241,1.87363,1.87485,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-2.577,0.042,-1.618052706,-0.002774575,7.27494E-07,-2.16226E-10,-0.050923127,-0.001584374,0.000939206,-5.31953E-06,23,2146,2,22,1.7,1.7,0.15625,4.99756,1.4978,2.27905,1.49902,2.40112,31.7392,15.5417,3,353.221,681.06,26.9151,28.1128,30.0002,28.0304,28.0706,-1,40,10,-999.9,400,20,100.916,107.291
13,1784908608,1463.1,20260724 11:56:48,11:56:48,15,1784908600,9.73342E-05,0.097334157,0.09984353,424.1502667,366.6065886,37.59278796,43.49346557,0.003848425,3.146159665,0.003845812,0.002403867,261.449927,28.62337865,27.70815,3.730752033,33.0677802,1.197857723,3.622431611,2.53289431,-4.292436334,-85.38118121,-5.883524286,165.8927851,0.067377947,0.090459814,0.09984353,429.737831,429.0322909,0.045730024,92.62778728,0.097334157,11.45029515,11.68194965,-8.18369E-05,96.62932036,0,0,1,0,54130.78097,1499.999667,1273.85975,0.849240022,0.17429999,9,0.5,0: Broadleaf,2,TRUE,1784908600,424.1502667,424.4039667,11.68156333,11.46707333,426.7022667,11.63356333,375.1354,102.4425667,0.100020217,27.20477,27.70815,999.9,0,0,9999.807,695.6853333,0.218638,-0.305460837,429.1129667,429.3272,0.2186048,424.4039667,11.46707333,1.197111333,1.174717,9.565673667,9.284924667,1499.999667,0.692000233,0.3079998,28,28282.53667,1784908631,11:57:11,1784908631,1784908624,14,0.059,-0.002,-2.552,0.048,427,12,0.57,0.11,-0.261158895,-5.139566798,1.257319906,0,0.221171225,-0.044151839,0.017173461,1,1,2,1/2,2.63618,2.71254,0.100285,0.100389,0.0711847,0.0709283,25278.3,24967.1,25557.8,25512.6,32808,32310.4,39258.3,38389.2,1.712,2.1666,0.084877,0,26.3339,999.9,52.7,27.9,19.4078,62.1654,20.0481,1,0.0692073,0,20.4208,5.22103,11.98,4.96945,3.29595,9103.2,9999,9999,233.4,4.96998,1.87515,1.87119,1.87432,1.87427,1.87237,1.87363,1.87485,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-2.552,0.048,-1.535449914,-0.002774575,7.27494E-07,-2.16226E-10,-0.048180891,-0.001584374,0.000939206,-5.31953E-06,23,2146,2,22,1.7,1.7,0.15625,4.99756,1.49902,2.27783,1.4978,2.28149,31.8488,15.498,3,353.189,680.339,27.0025,28.1398,30.0002,28.0615,28.1039,-1,40,10,-999.9,400,20,100.913,107.286
14,1784908728,1583.1,20260724 11:58:48,11:58:48,15,1784908720,9.76776E-05,0.097677601,-0.004442968,422.6588065,407.771569,41.81320171,43.33975017,0.003883645,3.145851927,0.003880983,0.002425853,261.4502195,28.64589411,27.73660968,3.736959686,33.59462066,1.218547941,3.627211491,2.518411745,-4.307582189,-86.38561032,-5.954835186,164.8021918,-0.34181626,0.109685534,-0.004442968,425.9773811,427.2518061,-0.124759926,92.62786536,0.097677601,11.61991665,11.85707413,-0.000529505,96.63117508,0,0,1,0,54119.42069,1500.000968,1273.860842,0.849240014,0.174300034,9,0.5,0: Broadleaf,2,TRUE,1784908720,422.6588065,421.9499677,11.88354839,11.62352581,425.1898065,11.82754839,375.1361613,102.4407419,0.100006094,27.22725806,27.73660968,999.9,0,0,9998.585484,696.2017097,0.218638,0.698656068,427.7307097,426.9120968,0.257876419,421.9499677,11.62352581,1.217139032,1.19072129,9.812833871,9.486025806,1500.000968,0.691999548,0.308000452,28,28282.53226,1784908745,11:59:05,1784908745,1784908745,15,0.006,0.004,-2.531,0.056,422,12,0.29,0.12,0.716659078,2.276393497,0.826284201,0,0.262018075,-0.100801024,0.024205999,0,0,2,0/2,2.63638,2.71267,0.0999125,0.0987967,0.0719692,0.0712027,25287.1,25009.5,25556.1,25510.8,32777.6,32298.5,39255.6,38386.8,1.7119,2.1652,0.0796169,0,26.4218,999.9,52.9,28,19.5971,62.4954,20.4808,1,0.0709019,0,20.4231,5.22238,11.98,4.96945,3.29588,9103.2,9999,9999,233.4,4.97002,1.87517,1.87122,1.87437,1.87431,1.8724,1.87363,1.87485,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-2.531,0.056,-1.476444204,-0.002774575,7.27494E-07,-2.16226E-10,-0.049998519,-0.001584374,0.000939206,-5.31953E-06,23,2146,2,22,1.6,1.7,0.15625,4.99756,1.49902,2.27783,1.49902,2.31079,31.9365,15.4804,3,353.274,679.41,27.0886,28.159,30.0001,28.0855,28.1291,-1,40,10,-999.9,400,20,100.906,107.279
15,1784908848,1703.1,20260724 12:00:48,12:00:48,15,1784908840,7.76521E-05,0.077652076,-0.012245588,414.3435806,404.1223605,41.43878538,42.48687128,0.003058928,3.146456825,0.003057277,0.001910946,261.4495266,28.66400691,27.73072903,3.735676255,32.88765706,1.193850344,3.630086331,2.541825912,-3.424456568,-83.11245878,-5.72832294,169.1842883,0.190743297,0.065463684,-0.012245588,420.4103594,419.5743394,0.085550887,92.54747166,0.077652076,11.48908545,11.66643147,0.000650771,95.33404487,0,0,1,0,54131.25598,1499.997742,1273.85805,0.849239979,0.174299947,9,0.5,0: Broadleaf,2,TRUE,1784908840,414.3435806,414.8662903,11.64275484,11.48752258,416.9185806,11.58975484,375.1240645,102.4402258,0.099968523,27.24077097,27.73072903,999.9,0,0,10001.3871,696.3564516,0.218638,-0.464485397,419.2837097,419.6873548,0.155790387,414.8662903,11.48752258,1.192745161,1.176785806,9.511288065,9.311043226,1499.997742,0.69200071,0.30799929,28,28282.4871,1784908880,12:01:20,1784908880,1784908871,16,-0.041,0.001,-2.575,0.053,421,12,0.7,0.29,-0.5385323,-0.490307022,0.628179786,0,0.152263366,0.064953784,0.014503359,1,1,2,1/2,2.63618,2.71275,0.0985801,0.098057,0.0711033,0.0708955,25324.5,25029.1,25556.2,25509.9,32808.4,32308.2,39255.5,38385.5,1.7116,2.16425,0.0853762,0,26.3465,999.9,52.1,28.1,19.4129,62.4954,19.7196,1,0.0720122,0,20.4189,5.21834,11.98,4.9696,3.2959,9103.2,9999,9999,233.4,4.96998,1.87515,1.8712,1.87437,1.8743,1.87237,1.87363,1.87485,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-2.575,0.053,-1.470847121,-0.002774575,7.27494E-07,-2.16226E-10,-0.045964435,-0.001584374,0.000939206,-5.31953E-06,23,2146,2,22,1.7,1.7,0.15625,4.99756,1.49902,2.27783,1.4978,2.30713,32.0244,15.4542,3,353.238,678.862,27.0738,28.1758,30.0003,28.1051,28.1529,-1,40,10,-999.9,400,20,100.906,107.275
16,1784908969,1823.5,20260724 12:02:48,12:02:48,15,1784908961,9.71436E-05,0.097143559,0.059520554,423.1323,382.2120308,39.19375215,43.38990182,0.003859021,3.146761627,0.003856393,0.002410482,261.45015,28.71740633,27.80291,3.751456143,33.79774524,1.231088414,3.642516401,2.520367729,-4.284030938,-85.47216258,-5.894227465,165.799729,-0.44745424,0.090879629,0.059520554,427.3129214,427.6559273,-0.048178285,92.55353029,0.097143559,11.77202158,12.00376434,-0.000140676,95.4015973,0,0,1,0,54128.03271,1500.000667,1273.86058,0.849240009,0.174300023,9,0.5,0: Broadleaf,2,TRUE,1784908961,423.1323,422.151,12.00540333,11.78997667,425.6653,11.95540333,375.1147667,102.4445667,0.099960947,27.29909,27.80291,999.9,0,0,10002.34967,696.3526667,0.218638,0.936136795,428.2330333,427.1873667,0.2268193,422.151,11.78997667,1.231055333,1.207819333,9.982491667,9.698203333,1500.000667,0.6919997,0.3080003,28,28282.53667,1784908987,12:03:07,1784908981,1784908987,17,0.043,-0.005,-2.533,0.05,422,12,0.45,0.21,0.922868685,-1.170029955,0.557580319,0,0.226215125,0.081531749,0.028251914,1,1,2,1/2,2.63653,2.71268,0.0999785,0.0992565,0.0725976,0.0718255,25282,24992.3,25553.2,25506.5,32751.4,32271.5,39251.1,38380.7,1.71122,2.1624,0.0822544,0,26.4721,999.9,52.7,28.2,19.7492,61.9254,19.5793,1,0.0764736,0,20.4195,5.21834,11.98,4.9695,3.29585,9103.2,9999,9999,233.5,4.97001,1.87515,1.87129,1.87432,1.87429,1.8724,1.87363,1.87485,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-2.533,0.05,-1.512359454,-0.002774575,7.27494E-07,-2.16226E-10,-0.044821805,-0.001584374,0.000939206,-5.31953E-06,23,2146,2,22,1.5,1.6,0.15625,4.99756,1.4978,2.27661,1.4978,2.35962,32.1344,15.4367,3,353.331,677.817,27.1299,28.2258,30.0004,28.1545,28.2012,-1,40,10,-999.9,400,20,100.894,107.262
17,1784909089,1943.5,20260724 12:04:48,12:04:48,15,1784909081,8.85885E-05,0.088588546,-0.0165895,420.2098333,410.8663211,42.13175675,43.08987515,0.003464736,3.147188337,0.003462619,0.002164327,261.4503879,28.72907261,27.80190333,3.75123567,32.67712546,1.190951531,3.644603111,2.560284139,-3.906754869,-83.65469714,-5.768363651,168.1205723,0.178675817,0.084137433,-0.0165895,426.1324243,425.5049152,0.065996954,92.55326715,0.088588546,11.4820192,11.63665804,0.005314853,95.39529537,0,0,1,0,54136.32612,1500.002333,1273.861974,0.849239995,0.174299988,9,0.5,0: Broadleaf,2,TRUE,1784909081,420.2098333,420.7233333,11.61408667,11.41457,422.7628333,11.57108667,375.1277,102.4437333,0.099976333,27.30886333,27.80190333,999.9,0,0,10004.372,696.4747667,0.218638,-0.4891649,425.1747,425.5813333,0.20569422,420.7233333,11.41457,1.190422667,1.169351333,9.482298667,9.216371333,1500.002333,0.692000167,0.307999833,28,28282.57333,1784909107,12:05:07,1784909106,1784909107,18,-0.024,-0.002,-2.553,0.043,418,11,0.58,0.27,0.682106415,-21.03194956,2.197129596,0,0.27753341,-1.4129682,0.142164691,0,0,2,0/2,2.63626,2.7126,0.0996171,0.0993226,0.0709844,0.0711784,25288.8,24986.9,25550,25503,32804.6,32289.9,39245.8,38375.6,1.71078,2.16073,0.0827387,0,26.4453,999.9,51.7,28.4,19.602,62.3154,20.1442,1,0.0806961,0,20.4194,5.22058,11.98,4.96865,3.29583,9103.2,9999,9999,233.5,4.97,1.87515,1.8712,1.87434,1.87429,1.87239,1.87363,1.87485,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-2.553,0.043,-1.469420552,-0.002774575,7.27494E-07,-2.16226E-10,-0.049996031,-0.001584374,0.000939206,-5.31953E-06,23,2146,2,22,1.8,1.7,0.15625,4.99756,1.49902,2.27661,1.49902,2.37427,32.2005,15.4192,3,353.42,676.972,27.1551,28.2878,30.0002,28.2097,28.2532,-1,40,10,-999.9,400,20,100.881,107.247
18,1784909209,2063.5,20260724 12:06:48,12:06:48,15,1784909201,8.01813E-05,0.080181334,0.05276347,418.4779667,375.5492591,38.51097705,42.91313318,0.003154511,3.144950406,0.003152754,0.001970629,261.4499362,28.69475904,27.75743,3.741506741,32.8968015,1.19633724,3.636636953,2.545169501,-3.535996817,-82.38518534,-5.682546718,169.8462074,0.14411035,0.033261032,0.05276347,423.5080895,423.3996182,-0.00193677,92.55454947,0.080181334,11.59877855,11.71390699,0.007187905,95.41151867,0,0,1,0,54090.26607,1499.999333,1273.859416,0.849239988,0.174300035,9,0.5,0: Broadleaf,2,TRUE,1784909201,418.4779667,418.8571,11.66637667,11.58751,420.9589667,11.61437667,375.1356333,102.4457333,0.100007653,27.27152667,27.75743,999.9,0,0,9993.998667,696.6235333,0.218638,-0.447163737,423.3469667,423.7675333,0.074384553,418.8571,11.58751,1.194711667,1.187092,9.535752333,9.440619333,1499.999333,0.691999433,0.308000533,28,28282.52667,1784909226,12:07:05,1784909225,1784909226,19,0.074,0.005,-2.481,0.052,422,12,0.41,0.13,-0.617018286,3.216217191,0.658291159,0,0.097807929,-0.20532434,0.058302012,0,0,2,0/2,2.63616,2.71263,0.0992306,0.0987121,0.071325,0.0710284,25298.5,25002.3,25549,25501.6,32790.7,32293.4,39243.7,38373.7,1.71073,2.16007,0.0860244,0,26.3504,999.9,51.2,28.5,19.5251,62.8254,19.9079,1,0.0812856,0,20.4204,5.22103,11.98,4.9689,3.2958,9103.2,9999,9999,233.5,4.97,1.87515,1.87122,1.87438,1.87438,1.87239,1.87363,1.87486,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-2.481,0.052,-1.493743146,-0.002774575,7.27494E-07,-2.16226E-10,-0.052454594,-0.001584374,0.000939206,-5.31953E-06,23,2146,2,22,1.7,1.7,0.15625,4.99756,1.49902,2.27661,1.4978,2.27539,32.2666,15.3754,3,353.518,676.682,27.1389,28.301,30.0001,28.2318,28.2766,-1,40,10,-999.9,400,20,100.876,107.242
19,1784909329,2183.5,20260724 12:08:48,12:08:48,15,1784909321,0.000100805,0.100804792,-0.050511838,420.8907419,424.1015713,43.48938661,43.16013294,0.003950098,3.146080903,0.003947345,0.002467338,261.4499764,28.77906147,27.87172903,3.766555186,33.13587625,1.211394458,3.655839516,2.555160728,-4.44549133,-86.55658534,-5.974210012,164.4736897,-0.629316183,0.107031468,-0.050511838,423.8186325,425.1566182,-0.120142617,92.55625427,0.100804792,11.54859219,11.7909979,-0.000328192,95.42981739,0,0,1,0,54100.74015,1500.000323,1273.860242,0.849239979,0.174299947,9,0.5,0: Broadleaf,2,TRUE,1784909321,420.8907419,419.4890645,11.81332581,11.5595871,423.3707419,11.76532581,375.151129,102.4447419,0.10000101,27.36140645,27.87172903,999.9,0,0,9999.236452,697.0203226,0.218638,1.401230161,425.925129,424.395,0.261321452,419.4890645,11.5595871,1.210990323,1.18421871,9.73733129,9.404591935,1500.000323,0.69200071,0.30799929,28,28282.53871,1784909352,12:09:11,1784909352,1784909352,20,-0.011,0,-2.48,0.048,416,11,0.53,0.26,1.20286458,3.511306307,0.627768519,0,0.24500365,0.286096075,0.03279626,0,0,2,0/2,2.63628,2.7126,0.0995004,0.0983904,0.0716292,0.0707921,25289.5,25009.1,25547.6,25499.4,32778.1,32298.8,39241.6,38370.3,1.71063,2.1589,0.0837371,0,26.5158,999.9,51.1,28.6,19.6009,62.6454,19.7236,1,0.0831453,0,20.4301,5.21879,11.98,4.9687,3.29595,9103.2,9999,9999,233.6,4.97,1.87516,1.87125,1.87439,1.87431,1.87239,1.87363,1.87487,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-2.48,0.048,-1.419722038,-0.002774575,7.27494E-07,-2.16226E-10,-0.04711637,-0.001584374,0.000939206,-5.31953E-06,23,2146,2,22,1.7,1.7,0.15625,4.99756,1.49902,2.27539,1.4978,2.31201,32.3328,15.3579,3,353.59,675.945,27.1883,28.3227,30.0002,28.2536,28.3011,-1,40,10,-999.9,400,20,100.871,107.232
20,1784909449,2303.5,20260724 12:10:48,12:10:48,15,1784909441,7.92109E-05,0.079210917,-0.109366647,418.5989032,457.9819263,46.96133691,42.92301289,0.00303414,3.14644034,0.003032515,0.001895468,261.4502414,28.90055709,27.98296129,3.791071905,31.99174616,1.177571728,3.680861064,2.613500177,-3.493201459,-85.67290259,-5.919262994,166.3648743,1.173218946,0.086470544,-0.109366647,426.5482746,425.2562121,0.154006139,92.56110631,0.079210917,11.31427589,11.49926224,0.000274915,95.48426292,0,0,1,0,54088.13652,1500.000968,1273.860926,0.84924007,0.174300048,9,0.5,0: Broadleaf,2,TRUE,1784909441,418.5989032,421.5004839,11.48405484,11.27898065,421.1219032,11.44205484,375.1313548,102.4397419,0.099974616,27.47790645,27.98296129,999.9,0,0,10001.35935,696.7586452,0.218638,-2.864744839,423.5021935,426.3087742,0.212336645,421.5004839,11.27898065,1.177167419,1.155416774,9.31589,9.039121935,1500.000968,0.691999548,0.308000516,28,28282.53548,1784909466,12:11:05,1784909464,1784909466,21,-0.028,-0.002,-2.523,0.042,421,11,0.57,0.1,-2.87301756,0.155286124,1.996802801,0,0.201502875,-0.003742548,0.037596607,1,1,2,1/2,2.63628,2.71272,0.0995315,0.0986072,0.0703105,0.0697209,25287.9,25002.2,25546.9,25498.7,32824.3,32335.3,39240.6,38369.1,1.71008,2.15825,0.0862256,0,26.5725,999.9,50.2,28.7,19.3692,62.4054,19.5112,1,0.0848806,0,20.4298,5.22163,11.98,4.96895,3.29575,9103.2,9999,9999,233.6,4.96999,1.87518,1.87129,1.87439,1.87434,1.8724,1.87363,1.87486,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-2.523,0.042,-1.430635831,-0.002774575,7.27494E-07,-2.16226E-10,-0.047600492,-0.001584374,0.000939206,-5.31953E-06,23,2146,2,22,1.6,1.6,0.15625,4.99756,1.49902,2.27539,1.4978,2.34863,32.3991,15.3491,3,353.485,675.692,27.3036,28.359,30.0001,28.2824,28.3275,-1,40,10,-999.9,400,20,100.868,107.229
21,1784909569,2423.5,20260724 12:12:48,12:12:48,15,1784909561,8.31856E-05,0.083185614,-0.220748882,427.7138065,519.5213353,53.27120076,43.85734811,0.003162049,3.145427965,0.003160284,0.001975336,261.4498005,29.06145831,28.15937419,3.830240638,32.22328786,1.197357553,3.715814346,2.632883085,-3.668485587,-88.15889569,-6.103262491,163.5191567,0.489846029,0.05253478,-0.220748882,434.7308087,433.8264545,0.142491148,92.55602676,0.083185614,11.66399544,11.72938462,0.012653082,95.42572091,0,0,1,0,54035.17826,1499.999355,1273.859417,0.849239977,0.174299942,9,0.5,0: Broadleaf,2,TRUE,1784909561,427.7138065,428.9429677,11.67709355,11.55252258,430.2238065,11.62309355,375.1210645,102.4390323,0.099972665,27.63949677,28.15937419,999.9,0,0,9996.824194,696.6495806,0.218638,-1.254344065,432.7402581,433.9565806,0.120681161,428.9429677,11.55252258,1.195791613,1.18342871,9.549229355,9.394200323,1499.999355,0.692000774,0.307999226,29,28282.5129,1784909588,12:13:07,1784909588,1784909586,22,0.037,0.004,-2.51,0.054,433,12,0.38,0.1,-0.812778798,-10.79491602,2.183014658,0,0.154353137,-0.837095111,0.09286016,0,0,2,0/2,2.6358,2.71267,0.101028,0.100329,0.0713774,0.0714435,25246.1,24954.3,25547.3,25498.6,32786.7,32275.2,39241.1,38369.3,1.71,2.15718,0.090763,0,26.692,999.9,50.5,28.9,19.711,62.5254,20.4327,1,0.0848882,0,20.4347,5.22118,11.98,4.9687,3.29583,9103.2,9999,9999,233.6,4.97001,1.87518,1.87129,1.87438,1.87432,1.87239,1.87363,1.87486,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-2.51,0.054,-1.458770231,-0.002774575,7.27494E-07,-2.16226E-10,-0.050007688,-0.001584374,0.000939206,-5.31953E-06,23,2146,2,22,1.8,1.7,0.15625,4.99756,1.49902,2.27539,1.49902,2.35718,32.4875,15.3228,3,353.526,674.921,27.429,28.3783,30.0001,28.2964,28.3419,-1,40,10,-999.9,400,20,100.87,107.229
22,1784909689,2543.5,20260724 12:14:48,12:14:48,15,1784909681,8.13877E-05,0.081387732,0.010205567,427.126871,404.6841361,41.49574451,43.79699112,0.003142298,3.147301748,0.003140556,0.001963004,261.4503553,29.10321312,28.2018,3.839712876,33.5128476,1.248346255,3.724978164,2.591366621,-3.589198963,-88.25903252,-6.109132046,163.4929918,-1.440392902,0.132526154,0.010205567,427.4650462,430.351103,-0.288010169,92.56463014,0.081387732,11.80397537,12.10872308,-0.010726653,95.49386681,0,0,1,0,54071.77287,1500.002581,1273.862078,0.849239925,0.174299937,9,0.5,0: Broadleaf,2,TRUE,1784909681,427.126871,423.8068065,12.17440323,11.86030968,429.513871,12.11940323,375.1158065,102.4386452,0.099954239,27.68164194,28.2018,999.9,0,0,10005.38484,697.2274194,0.218638,3.210713871,432.2840645,428.8939032,0.322172581,423.8068065,11.86030968,1.247957097,1.214954194,10.18622903,9.785699677,1500.002581,0.692000645,0.30799929,29,28282.57742,1784909714,12:15:14,1784909714,1784909714,23,0.087,-0.001,-2.387,0.055,418,12,0.5,0.14,2.7336884,9.796766657,1.010502676,0,0.276413378,0.971753107,0.09885663,0,0,2,0/2,2.63605,2.71271,0.100354,0.0989908,0.0730175,0.0717984,25263,24988.3,25545.4,25495.5,32725.1,32258.7,39237.5,38364.6,1.70982,2.15602,0.0835657,0,26.8393,999.9,51.1,29,20.0628,62.3454,20.5889,1,0.0884527,0,20.4292,5.22028,11.98,4.9689,3.29595,9103.2,9999,9999,233.7,4.96999,1.87522,1.87123,1.87438,1.87433,1.87239,1.87364,1.87486,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-2.387,0.055,-1.4215,-0.00277457,7.27494E-07,-2.16226E-10,-0.04619259,-0.001584374,0.000939206,-5.31953E-06,23,2146,2,22,1.7,1.7,0.15625,4.99756,1.4978,2.27539,1.49902,2.38525,32.5982,15.3053,3,353.644,674.321,27.5143,28.4171,30.0003,28.3331,28.3762,-1,40,10,-999.9,400,20,100.861,107.216
