obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,CO2_hrs,AccH2O_hum,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
29,1785339597,3361,20260729 23:39:57,23:39:57,15,,1785339589,0.001518539,1.518539292,4.628561861,418.2184396,263.1617193,26.48313787,42.0871874,0.054088627,1.379464502,0.052937452,0.033187295,287.43646,34.03931617,30.47798,4.378828272,34.00250295,1.577504891,4.639378735,2.80132338,-66.96758276,75.38062223,12.26922437,308.1187238,5.154859291,1.562537901,4.628561861,433.5468096,425.8736364,0.162366759,60.85888707,1.518539292,13.49242098,15.65263515,-0.002200277,69.65,46,11,1.003653822,0.365382248,25271.1105,1500.034,1261.24356,0.840809982,0.191619963,6,0.5,0: Broadleaf,2,TRUE,1785339589,418.3283333,426.6392,15.67559333,13.47598,432.1531333,16.61944667,417.9886667,100.5344667,0.099994687,31.49157333,30.47798,999.9,0,0,4998.333333,0,58.28128667,-8.310785333,424.9902,432.4669333,2.199625333,426.6392,13.47598,1.575937333,1.354799333,13.7255,11.42086667,1500.034,0.973001,0.02699916,0,2.081886667,0,11283.77333,12844.18,42.1954,44.00413333,43.125,42.80786667,42.25,1459.534,40.5,0,1785339594,0,1785336093,22:41:33,1785336080,1785336093,1,0.501,-0.914,-13.825,-0.944,430,13,0.07,0.14,-9.185304762,11.84712857,1.688644091,0,2.149362857,0.555921039,0.09317809,0,0,2,0/2,2.99298,2.75944,0.0963347,0.0960723,0.084373,0.0724237,32062.4,23077.3,33590.7,25811.4,39330.2,32420,49064.4,40322,1.73352,2.67613,0.145733,0,28.1254,999.9,61.232,30.293,26.3899,28.7755,-100,3,0.19377,0,20.2446,5.20022,11.956,4.96975,3.294,7163.4,9999,131.7,9999,4.97359,1.87295,1.87073,1.87237,1.87286,1.87378,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.825,-0.9438,-13.8248,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,58.6,58.4,0.15625,4.99756,2.64526,2.75391,2.8479,2.28149,33.4008,15.6731,2,357.402,1252,29.6425,30.0196,30.0003,29.9566,29.882,-1,40,10,-999.9,400,20,101.963,94.6407
30,1785339717,3481,20260729 23:41:57,23:41:57,15,,1785339709,0.00172251,1.722510016,4.462132515,397.9200742,259.4131938,26.10580963,40.04432293,0.059269305,1.381007983,0.057891578,0.036303352,287.4245533,34.03997361,30.58639333,4.406073612,32.12793261,1.499659883,4.66777586,2.906413729,-75.96269171,75.39349073,12.27066504,299.1260174,2.843356132,1.931383237,4.462132515,408.1129282,402.5316909,-0.154096868,60.85888707,1.722510016,12.19711974,14.75509212,-0.019313628,69.65,45,11,1.003569036,0.356903619,25306.89195,1499.971333,1261.19092,0.840810015,0.191620031,6,0.5,0: Broadleaf,2,TRUE,1785339709,398.0258667,403.1846,14.90210667,12.18705333,411.8508667,15.84594,418.9382667,100.5340667,0.100019253,31.59902667,30.58639333,999.9,0,0,5006,0,35.92895333,-5.158730667,404.0474667,408.159,2.715047333,403.1846,12.18705333,1.498169333,1.225214,12.94918,9.91128,1499.971333,0.973,0.02700022,0,1.970033333,0,11237.67333,12843.63333,42.1912,44.05786667,43.125,42.8708,42.2748,1459.471333,40.5,0,1785339714,0,1785336093,22:41:33,1785336080,1785336093,1,0.501,-0.914,-13.825,-0.944,430,13,0.07,0.14,-5.024092381,-5.599093247,0.840663016,0,2.680149524,0.035073506,0.126662096,1,1,2,1/2,2.99417,2.75943,0.0924551,0.0920335,0.0806463,0.0673218,32199.7,23182.4,33590.7,25814,39501.5,32605.3,49063.9,40325.3,1.73622,2.6735,0.140183,0,28.3079,999.9,57.874,30.343,25.0125,29.0755,-100,3,0.194964,0,20.2453,5.20366,11.956,4.9695,3.294,7163.4,9999,131.7,9999,4.97359,1.87289,1.87073,1.87233,1.87286,1.87378,1.8733,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.825,-0.9438,-13.8248,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,60.6,60.4,0.15625,4.99756,2.64526,2.75391,2.8479,2.26562,33.4681,15.6643,2,358.953,1248.95,29.7425,30.0585,30.0002,29.9929,29.9181,-1,40,10,-999.9,400,20,101.962,94.6491
31,1785339837,3601,20260729 23:43:57,23:43:57,15,,1785339829,0.001414319,1.414319468,4.853695564,418.5462484,244.4140524,24.59717388,42.12137047,0.049743614,1.378904526,0.048767776,0.030565941,287.4354467,34.19354204,30.58815333,4.406517133,33.74773185,1.574653947,4.665954896,2.831863186,-62.37148854,74.63685878,12.16574251,311.8665594,5.340361143,1.459676287,4.853695564,433.4028496,425.6905515,0.114760788,60.85888707,1.414319468,13.70658193,15.66591515,0.005367108,69.65,46,11,1.003657405,0.365740545,25246.44387,1500.028667,1261.23908,0.840809985,0.191619969,6,0.5,0: Broadleaf,2,TRUE,1785339829,418.6616,427.1612667,15.64682,13.59567333,432.4864,16.59063333,418.7466,100.5373333,0.099981253,31.59215333,30.58815333,999.9,0,0,4995.417333,0,43.47783333,-8.499657333,425.3163333,433.0490667,2.051131333,427.1612667,13.59567333,1.573087333,1.366872667,13.69767333,11.55460667,1500.028667,0.973001333,0.026998833,0,2.094433333,0,11208.19333,12844.12667,42.2996,44.0704,43.187,42.8582,42.312,1459.528667,40.5,0,1785339834,0,1785336093,22:41:33,1785336080,1785336093,1,0.501,-0.914,-13.825,-0.944,430,13,0.07,0.14,-7.569741,-12.78744541,1.834429027,0,2.0423005,-0.093391128,0.109468603,1,1,2,1/2,2.99386,2.75947,0.0963846,0.0974596,0.0844421,0.0737404,32056.6,23039.9,33586.8,25809.5,39322.8,32370.4,49059.3,40320,1.73465,2.6735,0.143014,0,28.2941,999.9,61.085,30.424,26.5231,28.9855,-100,3,0.19783,0,20.2447,5.20456,11.956,4.9694,3.294,7163.4,9999,131.8,9999,4.9736,1.8729,1.87073,1.87236,1.87286,1.87378,1.8733,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.825,-0.9438,-13.8248,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,62.6,62.4,0.15625,4.99756,2.64526,2.75391,2.84912,2.23022,33.513,15.6205,2,358.402,1249.86,29.7873,30.0898,30.0002,30.0318,29.9594,-1,40,10,-999.9,400,20,101.951,94.6352
32,1785339958,3721.9,20260729 23:45:58,23:45:58,15,,1785339950,0.001247905,1.2479054,4.252195334,423.3676505,248.3052664,24.98881282,42.60664755,0.043331114,1.378963403,0.042588659,0.026683559,287.427625,34.42780368,30.776825,4.45428865,33.87434065,1.594087399,4.705884655,2.860201251,-55.03262813,71.77878197,11.71894281,315.8927216,4.014637963,1.375942061,4.252195334,436.0323488,429.9412,-0.010702305,60.85888707,1.2479054,14.24600331,15.90589091,0.014048435,69.65,45,11,1.003579141,0.35791406,25235.70114,1499.9875,1261.2045,0.840810007,0.191620014,6,0.5,0: Broadleaf,2,TRUE,1785339950,423.46875,430.0076875,15.8399,13.914825,437.2935625,16.78375,420.526,100.5374375,0.100028556,31.7423375,30.776825,999.9,0,0,4995.70375,0,43.2014125,-6.53894375,430.2845,436.07575,1.925083125,430.0076875,13.914825,1.59250375,1.398960625,13.88643125,11.90413125,1499.9875,0.97300175,0.0269984,0,2.0842125,0,11192.4,12843.7875,42.394375,44.2460625,43.312,42.95275,42.42925,1459.4875,40.5,0,1785339955,0,1785336093,22:41:33,1785336080,1785336093,1,0.501,-0.914,-13.825,-0.944,430,13,0.07,0.14,-6.532117143,-0.899362597,1.18525096,0,1.998856667,-1.642141558,0.211358047,0,0,2,0/2,2.99556,2.75942,0.0969198,0.097076,0.0854855,0.0758313,32031,23044.1,33580.2,25803.5,39267.8,32287.3,49050.8,40311.6,1.73795,2.67182,0.142157,0,28.4332,999.9,62.19,30.484,27.0959,28.9655,-100,3,0.204827,0,20.2447,5.20381,11.956,4.9692,3.294,7163.4,9999,131.8,9999,4.97357,1.87291,1.87073,1.87233,1.87286,1.87378,1.87328,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.825,-0.9438,-13.8248,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,64.6,64.4,0.15625,4.99756,2.64526,2.75513,2.8479,2.26562,33.5804,15.6205,2,360.448,1248.87,29.8761,30.1686,30.0003,30.1007,30.0266,-1,40,10,-999.9,400,20,101.933,94.6145
33,1785340078,3841.9,20260729 23:47:58,23:47:58,15,,1785340070,0.001565226,1.565226049,4.395933575,402.8964533,253.7118982,25.53337364,40.54719449,0.053629268,1.380370635,0.052498068,0.032910939,287.42772,34.25723263,30.72627333,4.441444971,32.52290777,1.529911079,4.704102996,2.911533892,-69.02646874,75.11708374,12.24801366,305.7663487,3.707724571,1.640688262,4.395933575,414.8927198,408.6104545,-0.011214118,60.85797202,1.565226049,12.98907187,15.18977515,-0.000607176,69.65,45,11,1.003573286,0.357328625,25276.899,1499.988,1261.20492,0.840810006,0.191620013,6,0.5,0: Broadleaf,2,TRUE,1785340070,403.0008,409.2081333,15.20193333,12.90766,416.8256667,16.14577333,421.0234667,100.5392667,0.09997738,31.73566,30.72627333,999.9,0,0,5002.583333,0,41.9302,-6.207286667,409.2218667,414.5593333,2.294284667,409.2081333,12.90766,1.528390667,1.297725333,13.25518,10.77223333,1499.988,0.973002333,0.026997793,0,1.96172,0,11171.85333,12843.78667,42.5662,44.375,43.4958,43.13326667,42.562,1459.488,40.5,0,1785340075,0,1785336093,22:41:33,1785336080,1785336093,1,0.501,-0.914,-13.825,-0.944,430,13,0.07,0.14,-6.1819005,-7.046353534,1.196366833,0,2.303968,-0.547439098,0.084698388,0,0,2,0/2,2.99529,2.75945,0.0934346,0.0932986,0.0824596,0.0708625,32147.6,23137.9,33573.5,25801.2,39399.3,32461.7,49041.3,40308.2,1.73675,2.67007,0.146292,0,28.3666,999.9,59.419,30.555,25.9914,28.6955,-100,3,0.212541,0,20.2449,5.20366,11.956,4.9696,3.294,7163.4,9999,131.8,9999,4.97358,1.87292,1.87073,1.87234,1.87286,1.87378,1.87326,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.825,-0.9439,-13.8248,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,66.6,66.4,0.15625,4.99756,2.64526,2.75391,2.8479,2.25098,33.6479,15.6205,2,360.299,1247.88,29.9181,30.2536,30.0004,30.1764,30.0977,-1,40,10,-999.9,400,20,101.913,94.6063
34,1785340198,3961.9,20260729 23:49:58,23:49:58,15,,1785340190,0.001552816,1.552815912,4.458838942,409.5308226,258.3507227,26.00145245,41.21682377,0.053650436,1.380064908,0.052518109,0.032923563,287.42734,34.35892761,30.85558667,4.47436413,33.58075725,1.58822486,4.729568331,2.88613927,-68.47918171,72.56482446,11.84758787,303.3605706,3.839586979,1.426890578,4.458838942,421.2438616,415.5513394,-0.130742525,60.85797202,1.552815912,13.67411076,15.82691394,0.003754651,69.65,45,11,1.003575689,0.357568917,25259.97306,1499.986,1261.20324,0.840810008,0.191620015,6,0.5,0: Broadleaf,2,TRUE,1785340190,409.6367333,415.9206667,15.78062,13.78692,423.4616,16.72447333,421.1133333,100.544,0.10000894,31.83089333,30.85558667,999.9,0,0,5000.833333,0,70.59906,-6.283854667,416.2048,421.7352667,1.993713333,415.9206667,13.78692,1.586647333,1.386192667,13.82967333,11.76692,1499.986,0.973002333,0.026997787,0,1.946046667,0,11131.32667,12843.78,42.6912,44.5,43.625,43.3414,42.7416,1459.486,40.5,0,1785340195,0,1785336093,22:41:33,1785336080,1785336093,1,0.501,-0.914,-13.825,-0.944,430,13,0.07,0.14,-6.5718375,9.05689218,1.21857334,0,2.030248,0.145012331,0.143337828,0,0,2,0/2,2.99624,2.75949,0.0945046,0.0935902,0.0849717,0.0721505,32100.2,23123.8,33564.1,25794.2,39273.8,32406.1,49029.3,40298.2,1.73755,2.67053,0.144467,0,28.5131,999.9,60.847,30.625,26.7236,28.7255,-100,3,0.221837,0,20.2449,5.20351,11.956,4.9691,3.294,7163.4,9999,131.9,9999,4.9736,1.87297,1.87073,1.87237,1.87286,1.87378,1.87329,1.87776,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.825,-0.9439,-13.8248,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,68.6,68.4,0.15625,4.99756,2.64526,2.75391,2.8479,2.25098,33.7381,15.5943,2,361.303,1250.62,29.9931,30.3639,30.0004,30.2785,30.1933,-1,40,10,-999.9,400,20,101.886,94.582
35,1785340318,4081.9,20260729 23:51:58,23:51:58,15,,1785340310,0.001737127,1.737127321,4.464291207,396.4718483,253.0903287,25.47262044,39.90344854,0.05721891,1.378877558,0.055931808,0.03507061,287.4312667,34.36224037,30.90040667,4.485823404,30.53804951,1.452164605,4.755263115,3.033658799,-76.60731484,76.28025229,12.47356102,299.5777651,2.745143667,1.915209302,4.464291207,406.0572646,400.6355515,-0.172737162,60.85797202,1.737127321,11.77461781,14.31035939,-0.016449528,69.65,45,11,1.003581716,0.358171559,25217.62324,1500.006667,1261.2206,0.840809996,0.191619993,6,0.5,0: Broadleaf,2,TRUE,1785340310,396.5780667,401.5346,14.42838667,11.76106667,410.4027333,15.37221333,423.063,100.5464,0.09996042,31.92653333,30.90040667,999.9,0,0,4994.833333,0,33.2032,-4.956704,402.3838,406.3134667,2.667296,401.5346,11.76106667,1.45072,1.182534667,12.45824667,9.382752667,1500.006667,0.973003,0.0269971,0,1.96658,0,11097.6,12843.96667,42.687,44.4916,43.6166,43.3288,42.7248,1459.506667,40.5,0,1785340315,0,1785336093,22:41:33,1785336080,1785336093,1,0.501,-0.914,-13.825,-0.944,430,13,0.07,0.14,-4.8517355,-6.167408571,1.409110987,0,2.6271705,0.022995338,0.156017643,1,1,2,1/2,2.9976,2.75948,0.0921137,0.0918242,0.0787754,0.0667525,32181.8,23168.8,33561.4,25794.7,39555,32599.1,49025.2,40298.5,1.74053,2.6666,0.140406,0,28.6341,999.9,55.811,30.696,24.6091,28.5455,-100,3,0.226029,0,20.2447,5.20306,11.956,4.9696,3.294,7163.4,9999,131.9,9999,4.97361,1.87295,1.87073,1.87238,1.87286,1.87378,1.87331,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.825,-0.9438,-13.8248,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,70.6,70.4,0.15625,4.99756,2.64526,2.75269,2.8479,2.21924,33.8057,15.568,2,363.202,1246.52,30.0564,30.4305,30.0004,30.3475,30.2682,-1,40,10,-999.9,400,20,101.878,94.5831
36,1785340438,4201.9,20260729 23:53:58,23:53:58,15,,1785340430,0.001640144,1.640144214,4.232354229,400.0926284,255.9355501,25.75882495,40.26762197,0.053928564,1.380435584,0.052784901,0.033091297,287.43038,34.56455667,31.10676,4.53891286,31.38228645,1.50553291,4.79739713,3.033379951,-72.33035985,72.60862607,11.88094251,299.5895887,4.033603219,1.657943034,4.232354229,411.6640838,405.9668485,-0.06690871,60.85797202,1.640144214,12.64403564,14.94027152,-0.000797527,69.65,45,11,1.003577136,0.357713564,25249.79517,1500.002,1261.21668,0.840809999,0.191619998,6,0.5,0: Broadleaf,2,TRUE,1785340430,400.1932,406.8334667,14.95873333,12.65126,414.018,15.90256667,423.1206667,100.5457333,0.100014947,32.08239333,31.10676,999.9,0,0,5002.583333,0,34.45738,-6.640411333,406.2703333,412.0464,2.307472,406.8334667,12.65126,1.504036,1.27203,13.00926,10.47228667,1500.002,0.973003,0.0269971,0,2.0315,0,11065.38667,12843.91333,42.75,44.5788,43.67873333,43.375,42.812,1459.502,40.5,0,1785340435,0,1785336093,22:41:33,1785336080,1785336093,1,0.501,-0.914,-13.825,-0.944,430,13,0.07,0.14,-7.15222,10.0520409,1.033096698,0,2.26885,0.638778045,0.078790886,0,0,2,0/2,2.99807,2.75943,0.0929309,0.0923726,0.0813324,0.0686527,32148.4,23151.4,33556.9,25791.2,39433.1,32526.1,49019.8,40293.6,1.74083,2.66572,0.135638,0,28.9115,999.9,57.099,30.796,25.3224,28.9655,-100,3,0.230762,0,20.2447,5.20456,11.956,4.96945,3.294,7163.4,9999,131.9,9999,4.9736,1.87295,1.87073,1.87237,1.87286,1.87378,1.87331,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.825,-0.9438,-13.8248,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,72.6,72.4,0.15625,4.99756,2.64526,2.75269,2.8479,2.25464,33.9187,15.533,2,363.792,1246.82,30.1733,30.5011,30.0002,30.4213,30.3409,-1,40,10,-999.9,400,20,101.866,94.571
37,1785340558,4321.9,20260729 23:55:58,23:55:58,15,,1785340550,0.001746386,1.746385742,4.140968916,396.6406797,261.0398623,26.27338436,39.92146233,0.056722958,1.38008066,0.055458882,0.034773027,287.4275933,34.55158423,31.1415,4.547904187,30.63971348,1.473298452,4.808460278,3.074605735,-77.01561123,73.03538311,11.95828963,295.4056548,3.720611381,1.711162252,4.140968916,406.9846303,401.9114667,-0.152249302,60.85797202,1.746385742,12.11398168,14.60081697,-0.007455688,69.65,45,11,1.003579092,0.357909199,25236.04272,1499.987333,1261.20436,0.840810007,0.191620014,6,0.5,0: Broadleaf,2,TRUE,1785340550,396.7391333,402.9538,14.63799333,12.25765333,410.5639333,15.58185333,423.4718667,100.5489333,0.100002533,32.12312,31.1415,999.9,0,0,5000.666,0,135.7734533,-6.214732667,402.6328,407.9544667,2.380344,402.9538,12.25765333,1.471837333,1.232495333,12.67868,9.999401333,1499.987333,0.973002333,0.02699778,0,1.990786667,0,11036.14,12843.78667,42.75413333,44.6498,43.687,43.43286667,42.8246,1459.487333,40.5,0,1785340555,0,1785336093,22:41:33,1785336080,1785336093,1,0.501,-0.914,-13.825,-0.944,430,13,0.07,0.14,-6.4953145,7.734172782,0.855888541,0,2.364835,0.769534737,0.094900149,0,0,2,0/2,2.99826,2.75946,0.0922587,0.0916297,0.0798739,0.0663632,32169.4,23169.1,33554.4,25790.1,39497.1,32606.1,49016.5,40292,1.74095,2.66287,0.132248,0,29.0031,999.9,55.488,30.907,24.764,28.9655,-100,3,0.234329,0,20.2447,5.20441,11.956,4.9694,3.294,7163.4,9999,132,9999,4.9736,1.87294,1.87073,1.87234,1.87286,1.87378,1.8733,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.825,-0.9438,-13.8248,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,74.6,74.4,0.15625,4.99756,2.64526,2.75146,2.8479,2.25708,34.0092,15.5417,2,364.19,1243.9,30.2499,30.5522,30.0001,30.4775,30.3969,-1,40,10,-999.9,400,20,101.859,94.5673
38,1785340955,4718.9,20260730 00:02:35,00:02:35,15,,1785340947,0.0023181,2.318099828,4.744308931,398.8915515,263.6006164,26.53031659,40.14679211,0.066685063,1.379679875,0.064944827,0.040743088,287.4323357,34.61740627,32.84238667,5.007537533,31.2210787,1.53185314,4.906470897,3.475684393,-102.2282024,-26.92454349,-4.454543033,153.8250468,4.533978765,2.473128693,4.744308931,411.7931172,405.0358848,0.000978581,60.84120711,2.318099828,11.70172648,15.07177455,-0.024645872,69.65,44,10,1.003504988,0.350498764,25195.07857,1500.014,1261.226598,0.840809884,0.191619769,6,0.5,0: Broadleaf,2,TRUE,1785340947,399.0045333,406.7462,15.22022667,11.80731333,412.1717333,16.16405333,426.6470667,100.5458667,0.10001554,32.48040667,32.84238667,999.9,0,0,4998.833333,0,231.0132,-7.741609333,405.1711333,411.6062667,3.412910667,406.7462,11.80731333,1.530329333,1.187175333,13.27442,9.439973333,1500.014,0.973003867,0.026996207,0,2.00846,0,18541.67333,12844.04667,42.91633333,45.01646667,43.875,43.50826667,42.937,1459.522,40.49466667,0,1785340952,0,1785340804,00:00:04,1785340788,1785336093,3,-0.052,-0.914,-13.167,-0.944,406,13,0.19,0.14,-8.585830476,11.5323187,1.485976787,0,3.295422381,1.699877922,0.236741427,0,0,2,0/2,3.00152,2.75948,0.0926342,0.092213,0.081839,0.0653228,32153.7,23153.7,33552.1,25789.8,39405.5,32642.9,49014.9,40292.3,1.74855,2.6601,0.197954,0,29.6367,999.9,53.162,31.25,24.1959,29.0655,-100,3,0.238178,0,20.2451,5.20022,11.956,4.9695,3.294,7163.4,9999,132.1,9999,4.9736,1.87289,1.87073,1.87236,1.87286,1.87378,1.87328,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.167,-0.9439,-13.16718182,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,2.8,81,0.15625,4.99756,2.64526,2.75269,2.8479,2.22656,34.3269,15.4629,2,368.531,1241.88,30.5265,30.6165,30.0003,30.5609,30.4915,-1,40,10,-999.9,400,20,101.854,94.5673
39,1785341075,4838.9,20260730 00:04:35,00:04:35,15,,1785341067,0.001905193,1.90519287,5.094998593,396.3448908,225.5959752,22.7056374,39.89106352,0.054291877,1.377599301,0.0531306,0.033308892,287.4300465,35.04551701,33.17066667,5.100756457,32.45825057,1.612031724,4.96647754,3.488724733,-84.01900557,-35.24565514,-5.855645161,162.3097406,6.542445271,1.877252118,5.094998593,414.2411588,404.8023152,0.386552583,60.84120711,1.90519287,13.46702419,16.06985091,0.005025173,69.65,44,10,1.003515888,0.351588806,25117.23828,1500,1261.215023,0.840810015,0.191620031,6,0.5,0: Broadleaf,2,TRUE,1785341067,396.4666,406.6779333,16.01663333,13.42913333,409.6336667,16.96046667,426.8076,100.5473333,0.10001812,32.6961,33.17066667,999.9,0,0,4988.458,0,112.0998733,-10.211408,402.92,412.2137333,2.58749,406.6779333,13.42913333,1.610428667,1.350264,14.0589,11.37004667,1500,0.972996667,0.02700304,0,2.05696,0,17957.7,12843.89333,43.4122,45.99986667,44.3414,44.20386667,43.40393333,1459.495333,40.50066667,0,1785341072,0,1785340804,00:00:04,1785340788,1785336093,3,-0.052,-0.914,-13.167,-0.944,406,13,0.19,0.14,-8.921179,-23.1611612,2.385230267,0,2.617113,-0.096743459,0.080519982,1,1,2,1/2,3.00174,2.75947,0.0926151,0.0932584,0.0859727,0.0729291,32144.2,23118.9,33541.8,25781,39204.9,32359.3,49001.6,40280.3,1.74752,2.6569,0.192862,0,29.9983,999.9,57.173,31.411,26.26,29.2155,-100,3,0.248031,0,20.2447,5.20441,11.956,4.96925,3.294,7163.4,9999,132.1,9999,4.97359,1.87298,1.87076,1.87239,1.87287,1.87378,1.8733,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.167,-0.9438,-13.16718182,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,4.8,83,0.15625,4.99756,2.64526,2.75269,2.8479,2.26685,34.4636,15.4454,2,368.544,1239.04,30.7045,30.7264,30.0006,30.6494,30.5745,-1,40,10,-999.9,400,20,101.825,94.5376
40,1785341195,4958.9,20260730 00:06:35,00:06:35,15,,1785341187,0.00207123,2.071229703,4.690126993,394.4544514,244.900178,24.64921635,39.70186216,0.058411644,1.380369826,0.057072413,0.035788025,287.4335133,34.77281271,32.84123333,5.007212662,29.95040801,1.4720661,4.915011841,3.535146562,-91.3412299,-24.55711211,-4.061422943,167.4737484,6.47072318,1.974906454,4.690126993,410.3075962,402.1957152,0.257687867,60.84120711,2.071229703,11.9910396,14.74548121,0.016955175,69.65,44,10,1.003502587,0.350258737,25212.28404,1500.015333,1261.22818,0.840810192,0.191620383,6,0.5,0: Broadleaf,2,TRUE,1785341187,394.5660667,404.7083333,14.62558667,11.90438,407.7333333,15.56942667,427.5594,100.5500667,0.09998816,32.51124667,32.84123333,999.9,0,0,5002.042,0,48.61830667,-10.14207,400.4226,409.5842667,2.721208667,404.7083333,11.90438,1.470604,1.196986,12.66572,9.563706667,1500.015333,0.972995333,0.0270044,0,1.96194,0,17676.36667,12843.99333,43.7458,46,44.65806667,44.625,43.7374,1459.505333,40.51,0,1785341192,0,1785340804,00:00:04,1785340788,1785336093,3,-0.052,-0.914,-13.167,-0.944,406,13,0.19,0.14,-9.689519524,-8.837354026,1.019247729,0,2.740790476,-0.354202597,0.046943046,0,0,2,0/2,3.00212,2.75944,0.0922132,0.0928129,0.0805292,0.0665497,32148.9,23125.4,33532.7,25776.4,39443.9,32580.5,48989.2,40273.1,1.74787,2.65188,0.198159,0,29.6394,999.9,52.912,31.501,24.4251,29.3355,-100,3,0.258605,0,20.245,5.20471,11.956,4.96935,3.294,7163.4,9999,132.1,9999,4.97363,1.87298,1.87075,1.8724,1.87286,1.87378,1.8733,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.168,-0.9438,-13.16718182,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,6.8,85,0.15625,4.99756,2.64526,2.75269,2.8479,2.25586,34.5777,15.4367,2,369.321,1233.67,30.775,30.8444,30.0005,30.7489,30.6629,-1,40,10,-999.9,400,20,101.798,94.5207
