obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_hum,AccCO2_soda,AccH2O_des,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
11,1784211839,1200.1,20260716 22:23:59,22:23:59,15,,1784211831,0.00140726,1.407260226,2.372590696,450.4455372,321.8779676,32.69072082,45.7483605,0.036745464,1.389319297,0.036213968,0.022680842,287.4315333,37.4253373,35.55218667,5.823400967,36.22928162,2.029300717,5.601272303,3.79410025,-62.06017595,-52.67885927,-8.872504148,163.819994,5.163717164,1.418358231,2.372590696,466.964466,462.3955818,0.249567242,60.84430493,1.407260226,18.13582123,19.97878303,-1.20098E-05,69.65,45,10,1.003578239,0.357823873,25242.03896,1500.005333,1261.21974,0.84081017,0.191620341,6,0.5,0: Broadleaf,2,TRUE,1784211831,450.5019333,458.2312,19.98081333,18.13015333,464.3328,19.95317333,449.0164,101.4624667,0.10000144,34.84887333,35.55218667,999.9,0,0,5001.041333,0,52.45676,-7.729072667,459.6869333,466.6922,1.850660667,458.2312,18.13015333,2.027302,1.839530667,17.65919333,16.1268,1500.005333,0.972992,0.027007953,0,1.94458,0,18257.94667,12843.9,45.5,47.375,46.41633333,46.25,45.562,1459.496667,40.50866667,0,1784211837,0,1784210141,21:55:41,1784210141,1784210135,3,0.186,-0.213,-13.592,-0.546,422,17,0.32,0.01,-8.3771085,14.27033188,1.969069751,0,1.8512035,-0.060385714,0.008820354,1,1,2,1/2,3.02269,2.75944,0.102156,0.101353,0.0978127,0.0899294,31656.1,22795.8,33394.4,25659.8,38520.6,31594.1,48803,40106.2,1.76313,2.61162,0.21261,0,32.1014,999.9,68.069,32.166,32.3386,28.9346,-100,3,0.428872,0,20.2433,5.20411,11.956,4.96915,3.294,9999,7158,9999,112.6,4.97369,1.87302,1.87088,1.87241,1.87286,1.87378,1.8733,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.851,0.0272,-9.60490363,-0.010281863,2.60765E-06,-1.39012E-10,-1.130213308,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,28.3,28.4,0.15625,4.99756,2.64526,2.7478,2.8479,2.22534,36.2929,15.7869,2,390.378,1220.2,32.8574,33.0124,30.0002,32.8928,32.7958,-1,40,10,-999.9,400,20,101.398,94.1148
12,1784211959,1320.1,20260716 22:25:59,22:25:59,15,,1784211951,0.001369605,1.369604633,2.131455061,432.1966391,311.303359,31.61527912,43.89293268,0.035370494,1.390187273,0.034878045,0.021842451,287.4326733,37.52483503,35.62078667,5.845471125,35.75237837,2.011730373,5.626843485,3.833740752,-60.39956429,-51.6934799,-8.707490987,166.6321382,1.385938327,1.387607125,2.131455061,441.6861292,439.7039515,-0.170984457,60.84430493,1.369604633,18.01964965,19.81184909,0.000209249,69.65,44,10,1.003495893,0.349589338,25260.39242,1500.011333,1261.22478,0.840810167,0.191620334,6,0.5,0: Broadleaf,2,TRUE,1784211951,432.2472667,434.8936667,19.80872667,17.99812,445.9310667,19.81656,449.1156667,101.4578,0.099983447,34.93106,35.62078667,999.9,0,0,5005.542,0,33.02626667,-2.646334,440.9827333,442.8645333,1.810596,434.8936667,17.99812,2.009748667,1.82605,17.52135333,16.01156,1500.011333,0.972991867,0.027008073,0,2.03094,0,18168.96,12843.94667,45.562,47.37913333,46.4454,46.25826667,45.625,1459.502667,40.50866667,0,1784211957,0,1784210141,21:55:41,1784210141,1784210135,3,0.186,-0.213,-13.592,-0.546,422,17,0.32,0.01,-1.240844586,-22.12019365,2.66478875,0,1.82704619,-0.323031429,0.034401665,0,0,2,0/2,3.02266,2.75949,0.0984908,0.0985839,0.0972793,0.089723,31781.2,22863.4,33390.4,25657.1,38539.4,31597.5,48797.4,40102.5,1.76283,2.6078,0.222437,0,32.0418,999.9,67.33,32.347,32.3146,28.9946,-100,3,0.433483,0,20.2435,5.20037,11.956,4.96915,3.294,9999,7158,9999,112.6,4.97371,1.87302,1.87088,1.87241,1.87286,1.87376,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.675,-0.0071,-9.60490363,-0.010281863,2.60765E-06,-1.39012E-10,-1.130213308,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,30.3,30.4,0.15625,4.99756,2.64526,2.74658,2.8479,2.25464,36.4578,15.7957,2,390.617,1216.1,32.9349,33.0731,30.0003,32.9578,32.8642,-1,40,10,-999.9,400,20,101.386,94.1057
13,1784212079,1440.1,20260716 22:27:59,22:27:59,15,,1784212071,0.001432454,1.432454148,1.617063092,423.7237702,327.7653799,33.28596268,43.03094368,0.036384685,1.388754705,0.035863285,0.022460777,287.4385955,37.69166555,35.85350667,5.920884734,35.56730793,2.023250145,5.688510778,3.897634589,-63.17122791,-54.32406994,-9.179200943,160.7640967,-1.056458834,1.449964248,1.617063092,426.3657973,428.4516667,-0.798757381,60.84430493,1.432454148,17.97000751,19.88530182,-0.006099106,69.65,44,10,1.00350384,0.350383962,25203.30482,1500.043333,1261.251581,0.840810097,0.191620195,6,0.5,0: Broadleaf,2,TRUE,1784212071,423.7622667,423.176,19.92285333,18.02893333,437.3770667,19.90719333,448.5978667,101.4542667,0.09996914,35.12793333,35.85350667,999.9,0,0,4998.668,0,30.43462,0.586215733,432.3764667,430.9457333,1.893926667,423.176,18.02893333,2.021258667,1.829112667,17.61186,16.03776,1500.043333,0.972994733,0.027005127,0,2.009346667,0,18072.64667,12844.23333,45.6746,47.5,46.562,46.3708,45.708,1459.536,40.506,0,1784212077,0,1784210141,21:55:41,1784210141,1784210135,3,0.186,-0.213,-13.592,-0.546,422,17,0.32,0.01,0.378254905,14.85821564,2.406273211,0,1.877610952,0.358912987,0.038653773,0,0,2,0/2,3.02228,2.75951,0.0964843,0.0949112,0.0974541,0.089271,31845.5,22952.3,33384.1,25652.7,38525.1,31607.2,48789.2,40096.4,1.76165,2.6071,0.228882,0,32.177,999.9,66.738,32.529,32.363,29.3246,-100,3,0.440577,0,20.2436,5.20396,11.956,4.9689,3.294,9999,7158,9999,112.7,4.97371,1.87302,1.87088,1.87241,1.87286,1.87374,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.58,0.006,-9.60490363,-0.010281863,2.60765E-06,-1.39012E-10,-1.130213308,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,32.3,32.4,0.15625,4.99756,2.64526,2.74658,2.8479,2.23999,36.5996,15.7694,2,390.466,1216.69,33.0547,33.1536,30.0003,33.0361,32.9431,-1,40,10,-999.9,400,20,101.368,94.0908
14,1784212199,1560.1,20260716 22:29:59,22:29:59,15,,1784212191,0.00139966,1.399660107,1.732193701,420.731469,315.8042,32.07075466,42.7263973,0.03467989,1.390152062,0.034206333,0.021420966,287.42072,37.89929826,36.10716667,6.00404536,35.00417449,2.012713348,5.749923765,3.991332012,-61.72501072,-58.83301385,-9.952735727,156.9099597,-3.719520729,1.435186758,1.732193701,421.3420612,423.3913697,-0.822982071,60.84430493,1.399660107,17.91886713,19.78137515,-0.005532916,69.65,44,10,1.003500462,0.350046187,25227.53968,1499.948,1261.17162,0.840810228,0.191620456,6,0.5,0: Broadleaf,2,TRUE,1784212191,420.7726667,416.6372667,19.81940667,17.95109333,434.3629333,19.82502,450.1608667,101.4526667,0.099987347,35.32216,36.10716667,999.9,0,0,5005.622,0,27.56574667,4.135452667,429.281,424.2532667,1.868317333,416.6372667,17.95109333,2.010734,1.821187333,17.52911333,15.96982,1499.948,0.972991667,0.027008253,0,1.939626667,0,17965.47333,12843.44,45.812,47.687,46.6912,46.55373333,45.875,1459.438,40.51,0,1784212197,0,1784210141,21:55:41,1784210141,1784210135,3,0.186,-0.213,-13.592,-0.546,422,17,0.32,0.01,4.213391429,-0.504815065,1.262819957,0,1.85914619,0.151284156,0.01740557,0,0,2,0/2,3.02397,2.75949,0.0955925,0.0936691,0.0971176,0.0891689,31869.6,22979.3,33376.9,25648.3,38532.9,31604.9,48779.6,40090.3,1.76427,2.60292,0.21895,0,32.5799,999.9,65.926,32.71,32.2984,29.1146,-100,3,0.449001,0,20.2436,5.20441,11.956,4.96945,3.294,9999,7158,9999,112.7,4.97367,1.87302,1.87088,1.87241,1.87286,1.87371,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.538,-0.0146,-9.60490363,-0.010281863,2.60765E-06,-1.39012E-10,-1.130213308,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,34.3,34.4,0.15625,4.99756,2.64526,2.74658,2.8479,2.2229,36.7654,15.7694,2,392.492,1212.62,33.2393,33.2597,30.0003,33.1347,33.0374,-1,40,10,-999.9,400,20,101.348,94.0758
15,1784212319,1680.1,20260716 22:31:59,22:31:59,15,,1784212311,0.001349535,1.349535263,1.379714068,425.0449121,331.6228914,33.67776926,43.16518807,0.032736887,1.388789515,0.032314149,0.02023387,287.4335133,38.13725734,36.33295333,6.07891947,34.49238435,2.006540598,5.817343846,4.072378871,-59.51450512,-59.87048303,-10.15972026,157.8888049,3.784506274,1.314683742,1.379714068,440.3268025,436.6607939,0.336236182,60.84430493,1.349535263,18.07260898,19.80028061,0.005539766,69.65,44,10,1.003508327,0.350832687,25171.18157,1500.015333,1261.22818,0.840810192,0.191620383,6,0.5,0: Broadleaf,2,TRUE,1784212311,425.0778,430.844,19.75828,18.04829333,438.7032667,19.77644,450.569,101.4544,0.100016593,35.53332,36.33295333,999.9,0,0,4998.832667,0,28.42139333,-5.766096733,433.6459333,438.7628,1.709978,430.844,18.04829333,2.004564667,1.831078,17.48043333,16.05465333,1500.015333,0.972993667,0.027006213,0,1.936406667,0,17870.40667,12844,45.9246,47.79546667,46.812,46.6374,46,1459.505333,40.51,0,1784212317,0,1784210141,21:55:41,1784210141,1784210135,3,0.186,-0.213,-13.592,-0.546,422,17,0.32,0.01,-7.60798481,40.07376405,5.542513932,0,1.707808571,0.062123377,0.013857212,1,1,2,1/2,3.02417,2.75945,0.0977145,0.095269,0.0971917,0.0897756,31790,22935.7,33372.2,25645.2,38526,31580,48774,40086.4,1.76397,2.604,0.215791,0,32.8326,999.9,65.425,32.891,32.38,28.9946,-100,3,0.454464,0,20.2437,5.20456,11.956,4.96925,3.294,9999,7158,9999,112.7,4.97373,1.87302,1.87088,1.87241,1.87287,1.87374,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.641,-0.0084,-9.60490363,-0.010281863,2.60765E-06,-1.39012E-10,-1.130213308,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,36.3,36.4,0.15625,4.99756,2.64526,2.74536,2.8479,2.27539,36.8842,15.7431,2,392.803,1215.71,33.4016,33.3356,30.0004,33.2114,33.1139,-1,40,10,-999.9,400,20,101.335,94.0656
16,1784212522,1883,20260716 22:35:22,22:35:22,15,,1784212514,0.001366863,1.366863408,1.777290035,420.007001,309.3998734,31.42233285,42.65547894,0.033295093,1.391406389,0.03285873,0.020575435,287.425375,38.19387729,36.30925625,6.071023275,34.49648084,2.014526927,5.839804172,4.056496348,-60.27867631,-52.96422023,-8.972866667,165.2096118,-0.636633057,1.39669636,1.777290035,426.2918195,425.6213212,-0.325939189,60.84430493,1.366863408,17.95258367,19.78724667,-0.008264952,69.65,44,10,1.003498694,0.349869365,25240.24502,1499.9725,1261.1922,0.840810215,0.19162043,6,0.5,0: Broadleaf,2,TRUE,1784212514,420.04925,419.9856875,19.83603125,18.0195,433.6338125,19.8382375,450.56925,101.4589375,0.100033744,35.60319375,36.30925625,999.9,0,0,5011.485625,0,32.33339375,0.063668875,428.5500625,427.692625,1.81652375,419.9856875,18.0195,2.01254125,1.82823875,17.5433375,16.03026875,1499.9725,0.97299375,0.027006094,0,2.00039375,0,17747.21875,12843.63125,46.1210625,47.9803125,47,46.8553125,46.187,1459.4625,40.51,0,1784212520,0,1784210141,21:55:41,1784210141,1784210135,3,0.186,-0.213,-13.592,-0.546,422,17,0.32,0.01,-0.60593181,10.07825408,1.881400598,0,1.80335619,0.335094545,0.040427053,0,0,2,0/2,3.02444,2.75951,0.0960104,0.0947803,0.0970867,0.0893215,31841.6,22943.1,33364,25640.2,38522.4,31589.3,48763.2,40079.4,1.7636,2.60057,0.226974,0,32.6548,999.9,64.656,33.153,32.4728,28.8946,-100,3,0.463679,0,20.2443,5.20486,11.956,4.9686,3.294,9999,7158,9999,112.8,4.97373,1.87302,1.87088,1.87241,1.87291,1.87372,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.56,-0.0138,-9.60490363,-0.010281863,2.60765E-06,-1.39012E-10,-1.130213308,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,39.7,39.8,0.15625,4.99756,2.64526,2.74536,2.8479,2.26196,37.0986,15.7344,2,393.331,1213.14,33.5798,33.4579,30.0003,33.3297,33.23,-1,40,10,-999.9,400,20,101.311,94.0485
17,1784212642,2003,20260716 22:37:22,22:37:22,15,,1784212634,0.001274027,1.274026936,1.782422704,410.0742891,292.667472,29.72321453,41.64701319,0.030710569,1.388715546,0.030338203,0.018994456,287.42718,38.31852845,36.39384,6.09924866,34.18521538,2.004491511,5.863621124,4.09475715,-56.18458789,-53.66619155,-9.116415646,168.4599849,3.701906653,1.347191568,1.782422704,428.104106,421.9437939,0.700981283,60.84430493,1.274026936,18.11486834,19.74676182,0.005220894,69.65,44,10,1.003510292,0.351029181,25157.14092,1499.982,1261.20018,0.84081021,0.191620419,6,0.5,0: Broadleaf,2,TRUE,1784212634,410.1168,415.7674667,19.73708,17.98399333,423.62,19.75956,450.3677333,101.4596667,0.1000124,35.67703333,36.39384,999.9,0,0,4998.209333,0,31.00048667,-5.650701333,418.3742667,423.3818667,1.75308,415.7674667,17.98399333,2.002514667,1.824648667,17.46422,15.99932,1499.982,0.972993667,0.027006187,0,2.097886667,0,17668.37333,12843.70667,46.17873333,48,47.062,46.875,46.25,1459.472,40.51,0,1784212640,0,1784210141,21:55:41,1784210141,1784210135,3,0.186,-0.213,-13.592,-0.546,422,17,0.32,0.01,-4.138576925,-32.17500978,4.364362483,0,1.778021,-0.993447519,0.113347024,0,0,2,0/2,3.02415,2.75941,0.0953802,0.0946539,0.0970045,0.0898835,31859,22943.8,33359.2,25637.7,38521.3,31566.3,48757,40075.9,1.76243,2.59767,0.230856,0,32.6763,999.9,64.192,33.334,32.5684,28.9546,-100,3,0.468006,0,20.2442,5.19977,11.956,4.96895,3.29402,9999,7158,9999,112.8,4.97376,1.87302,1.87088,1.87241,1.8729,1.87371,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.531,-0.0183,-9.60490363,-0.010281863,2.60765E-06,-1.39012E-10,-1.130213308,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,41.7,41.8,0.15625,4.99756,2.64526,2.74536,2.8479,2.2583,37.2181,15.7256,2,393.057,1210.25,33.6411,33.5152,30.0003,33.3887,33.2913,-1,40,10,-999.9,400,20,101.298,94.0399
18,1784212762,2123,20260716 22:39:22,22:39:22,15,,1784212754,0.001352103,1.352103304,1.616850294,432.6300467,327.4341338,33.25386606,43.93745227,0.032770611,1.389030074,0.032347081,0.020254522,287.4331333,38.31923235,36.41888667,6.107628509,34.58725402,2.03260958,5.876759048,4.075018929,-59.62775569,-52.51213119,-8.921194869,166.3720516,1.728503062,1.381502154,1.616850294,440.9195853,440.6946303,-0.368853454,60.84430493,1.352103304,18.14712922,19.96349636,-0.008608478,69.65,44,10,1.003509491,0.35094909,25162.86201,1500.013333,1261.2265,0.840810193,0.191620386,6,0.5,0: Broadleaf,2,TRUE,1784212754,432.6686,435.7569333,20.01408667,18.21844667,446.3558,19.97957333,450.7656,101.4589333,0.100014327,35.71765333,36.41888667,999.9,0,0,4999.792667,0,30.37017333,-3.088293927,441.5048667,443.8432667,1.795644667,435.7569333,18.21844667,2.030609333,1.848426,17.68504667,16.20234667,1500.013333,0.972994667,0.027005153,0,2.080066667,0,17600.68667,12843.98,46.2374,48.0662,47.125,46.9748,46.312,1459.503333,40.51,0,1784212760,0,1784210141,21:55:41,1784210141,1784210135,3,0.186,-0.213,-13.592,-0.546,422,17,0.32,0.01,-2.958195945,13.72452234,2.744476722,0,1.781122,0.40095609,0.040725524,0,0,2,0/2,3.02423,2.75939,0.0984623,0.0973048,0.0975935,0.089893,31745.3,22873.4,33354.1,25634.3,38491,31562.2,48750.2,40071.3,1.76238,2.59557,0.233226,0,32.651,999.9,64.04,33.496,32.7881,29.1646,-100,3,0.474027,0,20.244,5.20172,11.956,4.9682,3.294,9999,7158,9999,112.9,4.97373,1.87303,1.87088,1.87241,1.8729,1.87371,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.68,0.0221,-9.60490363,-0.010281863,2.60765E-06,-1.39012E-10,-1.130213308,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,43.7,43.8,0.15625,4.99756,2.64526,2.74414,2.8479,2.24609,37.3378,15.7256,2,393.431,1208.53,33.7234,33.5811,30.0003,33.4538,33.3554,-1,40,10,-999.9,400,20,101.283,94.0285
19,1784212882,2243,20260716 22:41:22,22:41:22,15,,1784212874,0.001274273,1.274273307,2.270949204,414.3908354,269.4296036,27.36318536,42.08540223,0.030183075,1.388088668,0.02982315,0.018671449,287.4261667,38.49136406,36.59364667,6.166376638,33.81071132,2.001465803,5.919620514,4.164910835,-56.19545285,-55.67846608,-9.479632761,166.072615,2.85462162,1.301465712,2.270949204,430.3502086,424.471497,0.526137916,60.84430493,1.274273307,18.04229259,19.70383576,-4.93234E-06,69.65,44,10,1.003514777,0.351477738,25125.14758,1499.976667,1261.1957,0.840810213,0.191620425,6,0.5,0: Broadleaf,2,TRUE,1784212874,414.4450667,418.9461333,19.70728667,18.01638667,427.9837333,19.73588667,451.0943333,101.4596667,0.10001718,35.84962667,36.59364667,999.9,0,0,4995.126,0,27.90262667,-4.501265333,422.7768667,426.6327333,1.690906667,418.9461333,18.01638667,1.999494,1.827935333,17.44032667,16.02772,1499.976667,0.972994333,0.027005493,0,2.05786,0,17517.72667,12843.67333,46.30373333,48.125,47.187,47,46.3624,1459.466667,40.51,0,1784212880,0,1784210141,21:55:41,1784210141,1784210135,3,0.186,-0.213,-13.592,-0.546,422,17,0.32,0.01,-4.127287143,-14.61933717,2.720291303,0,1.712171429,-0.301746234,0.031817076,0,0,2,0/2,3.02489,2.75947,0.0958965,0.0955768,0.0968229,0.0898092,31833.5,22916,33352.2,25633.3,38523,31563.5,48748.3,40070.1,1.76325,2.59487,0.231482,0,32.8429,999.9,63.185,33.647,32.6251,29.4646,-100,3,0.477193,0,20.2439,5.20531,11.956,4.9695,3.294,9999,7158,9999,112.9,4.97373,1.87302,1.87089,1.87241,1.87289,1.87374,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.557,-0.0284,-9.60490363,-0.010281863,2.60765E-06,-1.39012E-10,-1.130213308,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,45.7,45.8,0.15625,4.99756,2.64526,2.74414,2.8479,2.20581,37.4578,15.6818,2,394.23,1208.6,33.7978,33.6327,30.0003,33.5064,33.4091,-1,40,10,-999.9,400,20,101.278,94.0253
20,1784213002,2363,20260716 22:43:22,22:43:22,15,,1784212994,0.001315577,1.315576642,1.475622817,429.747076,327.9776156,33.30961964,43.64539213,0.031368597,1.389385686,0.030980398,0.019397226,287.43364,38.50400293,36.59898,6.168177206,34.21687518,2.029479687,5.93122451,4.138697519,-58.0169299,-53.46437891,-9.095976282,166.8563549,-4.12722172,1.409785275,1.475622817,432.0097191,433.0436121,-0.569510485,60.84430493,1.315576642,18.06723634,19.882,-0.016504167,69.65,44,10,1.003509987,0.350998693,25159.31843,1500.016,1261.22874,0.840810191,0.191620383,6,0.5,0: Broadleaf,2,TRUE,1784212994,429.7822667,425.1201333,19.98293333,18.15274,443.4458,19.95483333,451.3236667,101.4606667,0.099982767,35.88521333,36.59898,999.9,0,0,5001.456667,0,27.16922667,4.662126333,438.5456,432.9798667,1.830172667,425.1201333,18.15274,2.027480667,1.84179,17.66055333,16.14584,1500.016,0.972995667,0.02700412,0,2.05522,0,17450.89333,12844.02,46.375,48.187,47.25,47.1208,46.437,1459.506,40.51,0,1784213000,0,1784210141,21:55:41,1784210141,1784210135,3,0.186,-0.213,-13.592,-0.546,422,17,0.32,0.01,3.00143635,10.57103788,3.953461361,0,1.7886575,0.775713835,0.094348188,0,0,2,0/2,3.02505,2.75962,0.0971126,0.0956836,0.0973143,0.0897933,31786.1,22910.5,33347.6,25630.4,38497.4,31560.6,48742.5,40066.4,1.76322,2.5921,0.23295,0,32.8485,999.9,63.02,33.798,32.8156,29.3746,-100,3,0.482167,0,20.2442,5.20516,11.956,4.96955,3.294,9999,7158,9999,112.9,4.97372,1.87302,1.87089,1.87241,1.87286,1.87369,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.615,0.0053,-9.60490363,-0.010281863,2.60765E-06,-1.39012E-10,-1.130213308,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,47.7,47.8,0.15625,4.99756,2.64526,2.74414,2.8479,2.24365,37.5781,15.6818,2,394.565,1205.76,33.877,33.6894,30.0003,33.5628,33.465,-1,40,10,-999.9,400,20,101.265,94.0158
21,1784213122,2483,20260716 22:45:22,22:45:22,15,,1784213114,0.001251261,1.251261397,1.593011123,429.4190785,317.6223029,32.25824312,43.61250739,0.029788352,1.387972466,0.029437692,0.018429719,287.42946,38.56644823,36.61652,6.174102041,34.199637,2.031574796,5.940340231,4.142527245,-55.18062761,-52.63377772,-8.965758474,170.6492962,2.351355648,1.268525907,1.593011123,442.503766,439.5013758,0.159575902,60.84430493,1.251261397,18.3876628,20.01394788,0.000239597,69.65,44,10,1.00351598,0.351597994,25116.58422,1499.994,1261.21026,0.840810203,0.191620406,6,0.5,0: Broadleaf,2,TRUE,1784213114,429.4571333,433.2906667,20.00336667,18.35904667,443.1182667,19.97108667,451.9947333,101.4616,0.100043567,35.91312667,36.61652,999.9,0,0,4994.459333,0,28.09138,-3.8336754,438.2230667,441.3944,1.644312,433.2906667,18.35904667,2.029570667,1.862737333,17.67695333,16.32344667,1499.994,0.972995333,0.027004453,0,2.07996,0,17369.04667,12843.81333,46.437,48.25,47.312,47.17046667,46.5,1459.484,40.51,0,1784213120,0,1784210141,21:55:41,1784210141,1784210135,3,0.186,-0.213,-13.592,-0.546,422,17,0.32,0.01,-2.20123605,-23.74298314,3.668227422,0,1.6500575,-0.207253083,0.024461302,0,0,2,0/2,3.02565,2.75932,0.0982482,0.096904,0.0977447,0.0907871,31742.1,22876.7,33343.6,25627.3,38474.8,31522.4,48737.1,40062.4,1.7637,2.59215,0.233121,0,32.8405,999.9,62.959,33.939,33.0401,29.4946,-100,3,0.48686,0,20.2442,5.20516,11.956,4.9693,3.294,9999,7158,9999,113,4.97375,1.87302,1.87088,1.87241,1.87289,1.87368,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.67,0.035,-9.60490363,-0.010281863,2.60765E-06,-1.39012E-10,-1.130213308,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,49.7,49.8,0.15625,4.99756,2.64526,2.74414,2.8479,2.25342,37.6987,15.6643,2,395.152,1206.89,33.9347,33.7424,30.0002,33.616,33.518,-1,40,10,-999.9,400,20,101.254,94.0058
