obs,time,elapsed,date,hhmmss,averaging,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,Tled,Pc,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
29,1786461424,3425,20260811 11:17:03,11:17:03,15,1786461416,0.000968508,0.968507781,3.254441178,469.3238065,319.8745357,32.61890094,47.8588479,0.039164695,3.135760682,0.038894963,0.024333431,261.4502232,34.52891847,33.57093226,5.216456235,53.97398306,2.77675955,5.144625971,2.439696685,-42.71119314,-41.85423278,-3.070255277,173.814542,5.918757606,0.954857574,3.254441178,500.6542865,486.7802788,0.594187811,92.6339633,0.968507781,24.9995459,27.24942848,0.000999879,96.83229073,0,0,1,0,52797.05681,1500.000323,1273.860378,0.84924007,0.174300111,9,0.5,0: Broadleaf,2,TRUE,1786461416,469.3238065,484.5984194,27.23006129,25.00167097,472.1298065,26.93906129,375.1457097,101.8740645,0.099982494,33.32335484,33.57093226,999.9,0,0,10008.08774,714.3559355,0.218638,-15.16947806,482.5654194,497.024871,2.220440645,484.5984194,25.00167097,2.773227097,2.547020968,22.72557419,21.33013226,1500.000323,0.691998613,0.308001419,34,28282.51935,1786461450,11:17:30,1786461442,1786461450,30,-0.12,0.008,-2.806,0.291,460,25,0.51,0.04,-16.4996878,12.56249895,2.097011894,0,2.22323,0.017531289,0.021563258,1,1,2,1/2,2.62999,2.71257,0.107015,0.107053,0.128292,0.120902,24832.9,24530.8,25319.1,25271.8,30510.4,30289.8,38908.5,38045.7,1.66197,2.04785,0.100426,0,31.9342,999.9,62,34.5,33.4342,62.6955,17.9006,1,0.501166,0,20.4208,5.21579,11.986,4.9676,3.29503,9113.3,9999,9999,254,4.97,1.87547,1.87149,1.87469,1.87451,1.87243,1.87378,1.87499,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-2.806,0.291,-1.530371174,-0.002774575,7.27494E-07,-2.16226E-10,0.28306,0,0,0,23,2146,2,22,1.7,1.5,0.15625,4.99756,1.49902,2.27539,1.4978,2.36572,38.7471,15.4892,3,357.631,638.424,33.1544,33.6705,29.9998,33.5341,33.5641,-1,40,10,-999.9,400,20,99.9965,106.305
30,1786461544,3545,20260811 11:19:03,11:19:03,15,1786461536,0.000983566,0.983565912,3.09091784,451.4065667,311.4090685,31.75464393,46.03030624,0.039852416,3.132441258,0.03957287,0.024757996,261.4503071,34.53135015,33.56868667,5.215800816,54.03641845,2.780736616,5.146041681,2.4350642,-43.37525672,-40.60177246,-2.981574913,174.491703,5.976409419,0.935860067,3.09091784,479.2533159,467.8268424,0.386986395,92.63391445,0.983565912,25.10794157,27.31818061,0.008230632,96.83138153,0,0,1,0,52719.4676,1500.002667,1273.862085,0.84923988,0.174299895,9,0.5,0: Broadleaf,2,TRUE,1786461536,451.4065667,466.7578333,27.26992,25.08596,454.1871333,26.96592,375.1466667,101.8708333,0.10000546,33.32826333,33.56868667,999.9,0,0,9993.251,714.0682333,0.218638,-15.35127333,464.0555,478.7682333,2.171018667,466.7578333,25.08596,2.776690333,2.555527,22.74614,21.38451,1500.002667,0.6920011,0.3079988,34.64166667,28282.58667,1786461571,11:19:30,1786461442,1786461571,31,-0.12,0.013,-2.806,0.304,460,25,0.51,0.04,-13.343365,-22.76111302,3.883324053,0,2.19989925,-0.369236961,0.058332832,0,0,2,0/2,2.62958,2.71257,0.103951,0.105636,0.128504,0.12126,24919.8,24571.7,25320.7,25273.7,30504,30279.4,38910.5,38048.5,1.66232,2.0478,0.103444,0,31.8924,999.9,61.3,34.7,33.4278,62.6656,18.5337,1,0.497238,0,20.4203,5.21564,11.9858,4.9678,3.29503,9113.3,9999,9999,254.1,4.96999,1.8755,1.8715,1.87468,1.87451,1.87244,1.87378,1.875,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-2.789,0.304,-1.650186946,-0.002774575,7.27494E-07,-2.16226E-10,0.291061905,0,0,0,23,2146,2,22,1.7,1.6,0.155029,4.99756,1.49902,2.27539,1.4978,2.4231,38.8704,15.4717,3,357.548,637.866,33.1521,33.6214,29.9999,33.4831,33.5145,-1,40,10,-999.9,400,20,100.002,106.313
31,1786461664,3665,20260811 11:21:03,11:21:03,15,1786461656,0.000961788,0.961788072,2.852172692,472.5515484,341.6607815,34.83881434,48.18561729,0.039890839,3.136267379,0.039611096,0.024781905,261.4500253,34.50364854,33.5177129,5.200942399,54.94466511,2.822462943,5.136919003,2.378479456,-42.41485396,-37.38412901,-2.74083058,178.9102117,5.306248148,0.924009632,2.852172692,493.8638978,488.4644909,-0.164319653,92.63468507,0.961788072,25.54849464,27.71808121,0.007152272,96.86050297,0,0,1,0,52813.26554,1500.000645,1273.860475,0.849239952,0.174299942,9,0.5,0: Broadleaf,2,TRUE,1786461656,472.5515484,486.3290323,27.6796129,25.52422581,475.3575484,27.3726129,375.1484194,101.8690645,0.099953365,33.2966129,33.5177129,999.9,0,0,10010.8929,714.3364194,0.218638,-13.79940581,485.9800968,499.0674516,2.152502903,486.3290323,25.52422581,2.819401613,2.600126452,22.99810968,21.66720323,1500.000645,0.692000677,0.30799929,34,28282.54516,1786461704,11:21:44,1786461442,1786461691,32,-0.12,0.002,-2.806,0.307,460,26,0.51,0.05,-13.58130439,28.21587199,5.579374823,0,2.16121122,-0.032189895,0.029290456,1,1,2,1/2,2.63017,2.71279,0.107248,0.10734,0.129782,0.122557,24831.3,24527.3,25323.7,25275.9,30462.6,30236.9,38915,38051.3,1.6628,2.0481,0.107467,0,31.786,999.9,61.3,34.8,33.6126,62.9656,17.9247,1,0.492124,0,20.4213,5.21534,11.9857,4.96765,3.295,9113.3,9999,9999,254.1,4.97004,1.8755,1.87151,1.87469,1.87452,1.87243,1.87379,1.875,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-2.806,0.307,-1.650186946,-0.002774575,7.27494E-07,-2.16226E-10,0.30412,0,0,0,23,2146,2,22,3.7,1.6,0.155029,4.99756,1.49902,2.27417,1.4978,2.37427,38.9693,15.4192,3,357.504,637.521,33.1265,33.566,29.9999,33.4276,33.4566,-1,40,10,-999.9,400,20,100.014,106.322
32,1786461784,3785,20260811 11:23:03,11:23:03,15,1786461776,0.000980669,0.980668589,3.091152611,443.639,305.0925705,31.10971072,45.23702734,0.040181346,3.133879547,0.039897314,0.024961173,261.4489542,34.57236329,33.64089333,5.236911634,54.86195771,2.82969236,5.157840657,2.407219274,-43.24748475,-45.91598771,-3.372140469,168.9133413,-2.444662217,1.014782812,3.091152611,447.7917004,448.6021212,-0.85296369,92.63623952,0.980668589,25.36824766,27.7131303,-0.005548776,96.92430728,0,0,1,0,52745.59638,1499.994,1273.854905,0.84924,0.1743,9,0.5,0: Broadleaf,2,TRUE,1786461776,443.639,438.8539667,27.75076,25.3837,446.239,27.44876,375.1318667,101.8681333,0.099969887,33.36912667,33.64089333,999.9,0,0,10000.08133,713.5297667,0.218638,4.622323653,456.1367667,450.2839333,2.371661333,438.8539667,25.3837,2.827388,2.585791333,23.04485333,21.57680667,1499.994,0.692,0.308,35,28282.41,1786461809,11:23:28,1786461809,1786461805,33,0.156,-0.004,-2.6,0.302,436,25,0.41,0.05,3.487648958,9.450351162,3.751332529,0,2.37536725,-0.133839512,0.025431196,0,0,2,0/2,2.63006,2.71258,0.10065,0.100508,0.129763,0.122333,25015.9,24716.1,25324.6,25276.9,30463.4,30245.4,38916.2,38053.1,1.66332,2.04767,0.0987947,0,32.0478,999.9,60.6,35,33.6006,61.8856,18.2933,1,0.489228,0,20.4212,5.21579,11.9858,4.9678,3.295,9113.3,9999,9999,254.1,4.97002,1.87547,1.87149,1.87469,1.87449,1.87243,1.87379,1.87497,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-2.6,0.302,-1.650186946,-0.002774575,7.27494E-07,-2.16226E-10,0.306605,0,0,0,23,2146,2,22,5.7,1.6,0.155029,4.99756,1.49902,2.27417,1.4978,2.42188,39.0436,15.4104,3,357.557,636.745,33.1652,33.5317,30,33.3862,33.4169,-1,40,10,-999.9,400,20,100.017,106.326
33,1786461904,3905,20260811 11:25:03,11:25:03,15,1786461896,0.000922016,0.922016337,3.296163388,461.0282581,308.3681081,31.44289604,47.00895847,0.03848735,3.134180582,0.038226703,0.02391496,261.4506602,34.51384338,33.56687742,5.215272805,55.54376891,2.853201782,5.13685304,2.362071023,-40.66092044,-45.7052796,-3.353933316,171.7305268,4.606209308,0.919914595,3.296163388,490.6027062,476.8569818,0.570098016,92.63678917,0.922016337,25.84993669,27.99411879,0.000564661,96.9475559,0,0,1,0,52765.02107,1500.004516,1273.863822,0.849239991,0.174299915,9,0.5,0: Broadleaf,2,TRUE,1786461896,461.0282581,473.0960968,27.98204194,25.8369,463.6739032,27.66204194,375.152871,101.8654839,0.099976268,33.29638387,33.56687742,999.9,0,0,10001.71581,714.2167742,0.218638,-12.06791839,474.2913871,485.6437419,2.127354839,473.0960968,25.8369,2.848590968,2.631885806,23.16839355,21.86590645,1500.004516,0.692001226,0.307998806,34.0483871,28282.62258,1786461927,11:25:27,1786461809,1786461927,34,0.156,0.018,-2.6,0.32,436,26,0.41,0.06,-11.23522024,-21.17398223,2.681336016,0,2.1313,-0.057710174,0.013091477,1,1,2,1/2,2.63021,2.71276,0.105404,0.106899,0.130709,0.123888,24883.8,24540.9,25324.7,25277.3,30430.3,30192.5,38915.9,38053.4,1.6632,2.04713,0.100888,0,31.9159,999.9,60.4,35.1,33.6765,62.1856,17.9968,1,0.48781,0,20.4203,5.21489,11.9857,4.96775,3.295,9113.3,9999,9999,254.2,4.97002,1.87547,1.87149,1.87468,1.87448,1.87241,1.87378,1.87499,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-2.652,0.32,-1.493952866,-0.002774575,7.27494E-07,-2.16226E-10,0.302214286,0,0,0,23,2146,2,22,1.6,1.6,0.155029,4.99756,1.49902,2.27295,1.4978,2.38281,39.118,15.3754,3,357.372,635.973,33.1487,33.5119,29.9999,33.3623,33.3879,-1,40,10,-999.9,400,20,100.017,106.327
34,1786462024,4025,20260811 11:27:03,11:27:03,15,1786462016,0.000897473,0.897472688,3.056633685,495.2280333,353.2412989,36.0173367,50.49464737,0.038963603,3.13328282,0.038696414,0.024209112,261.4502887,34.32736359,33.37074,5.158306978,56.80987746,2.886821474,5.081548497,2.271485503,-39.57854555,-45.15047626,-3.30786232,173.4134045,-6.100618522,0.934517805,3.056633685,484.9793345,496.5275697,-1.93140671,92.62924184,0.897472688,26.07076222,28.26327273,-0.009733641,96.67510959,0,0,1,0,52777.4613,1500.001333,1273.861155,0.849240015,0.174300038,9,0.5,0: Broadleaf,2,TRUE,1786462016,495.2280333,481.7030333,28.31260333,26.13419,497.95,28.00060333,375.1598667,101.8624333,0.09998391,33.10345333,33.37074,999.9,0,0,9997.916667,714.9656667,0.218638,13.52522067,509.6621667,494.6304333,2.186185333,481.7030333,26.13419,2.884782333,2.662092667,23.37742,22.05291333,1500.001333,0.6919995,0.3080005,34,28282.57,1786462047,11:27:26,1786461809,1786462047,35,0.156,-0.008,-2.6,0.312,436,26,0.41,0.08,8.79035078,72.77885423,7.579663424,0,2.148264878,0.672774355,0.06778803,0,0,2,0/2,2.62984,2.71251,0.108391,0.105097,0.131527,0.124303,24805.8,24595.5,25329.4,25282.1,30406.7,30183.3,38922.8,38060.4,1.6642,2.04845,0.107504,0,31.6078,999.9,60.5,35.2,33.9198,62.9656,19.1987,1,0.478468,0,20.4195,5.21624,11.9854,4.9677,3.295,9113.3,9999,9999,254.2,4.97,1.87547,1.8715,1.87469,1.87444,1.87242,1.87378,1.87499,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-2.691,0.312,-1.493952866,-0.002774575,7.27494E-07,-2.16226E-10,0.319766667,0,0,0,23,2146,2,22,3.6,1.6,0.155029,4.99756,1.4978,2.27295,1.4978,2.36938,39.0683,15.3404,3,357.418,636.175,32.987,33.4106,29.9996,33.2727,33.2983,-1,40,10,-999.9,400,20,100.035,106.347
35,1786462144,4145,20260811 11:29:03,11:29:03,15,1786462136,0.000899569,0.899569349,2.555107918,456.832129,334.8720953,34.14398754,46.57918871,0.038414787,3.134579508,0.038155151,0.02387015,261.4506621,34.26531607,33.32566129,5.145291156,55.99115488,2.835468869,5.06413714,2.309822287,-39.67100829,-47.87963897,-3.504534567,170.3954803,7.338093455,0.879226559,2.555107918,490.9024747,476.6726667,0.803366046,92.64084606,0.899569349,25.81806429,27.84343394,0.007006905,97.17255488,0,0,1,0,52817.95587,1500.002903,1273.862528,0.849240042,0.174300104,9,0.5,0: Broadleaf,2,TRUE,1786462136,456.832129,475.3999032,27.80927097,25.75865161,459.4682581,27.48527097,375.154129,101.8612903,0.099989874,33.04233548,33.32566129,999.9,0,0,10003.94903,714.5640645,0.218638,-18.56778387,469.894,487.9696452,2.038361935,475.3999032,25.75865161,2.831439032,2.62380871,23.06853226,21.81552258,1500.002903,0.691998613,0.308001387,34,28282.57742,1786462173,11:29:32,1786461809,1786462173,36,0.156,0.012,-2.6,0.324,436,26,0.41,0.05,-16.68708293,-31.37574355,4.718116511,0,2.07142122,-0.610343833,0.061292441,0,0,2,0/2,2.63002,2.71248,0.105425,0.1076,0.130245,0.123836,24895,24533.7,25335.7,25288.9,30457.9,30207,38931.8,38070,1.66525,2.05,0.106968,0,31.5983,999.9,59.3,35.3,33.434,62.8756,19.0465,1,0.467444,0,20.4209,5.21639,11.9834,4.96775,3.295,9113.3,9999,9999,254.2,4.97,1.87547,1.87149,1.87469,1.87442,1.87241,1.87379,1.87495,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-2.651,0.324,-1.493952866,-0.002774575,7.27494E-07,-2.16226E-10,0.31174,0,0,0,23,2146,2,22,5.6,1.6,0.155029,4.99756,1.4978,2.27295,1.4978,2.44263,39.0436,15.3316,3,357.369,636.409,32.8889,33.2835,29.9997,33.16,33.1934,-1,40,10,-999.9,400,20,100.059,106.375
36,1786462264,4265,20260811 11:31:03,11:31:03,15,1786462256,0.000898367,0.898366625,3.427353205,464.9283548,308.1670201,31.41970994,47.40258723,0.038752626,3.132026223,0.038488207,0.024078736,261.4497061,34.27128993,33.34358065,5.150461684,56.54317717,2.864189934,5.065491678,2.28627175,-39.61796817,-50.06242758,-3.667697847,168.1016125,8.684226637,0.839574756,3.427353205,511.3328235,487.2081394,1.587370266,92.62905458,0.898366625,26.15122542,28.16022308,0.008293611,96.66948763,0,0,1,0,52758.00901,1499.99871,1273.858877,0.849239982,0.174299954,9,0.5,0: Broadleaf,2,TRUE,1786462256,464.9283548,486.6983871,28.09220323,26.13463226,467.5827097,27.76620323,375.153871,101.8567419,0.100014919,33.04709677,33.34358065,999.9,0,0,9992.739032,714.1376774,0.218638,-21.77000323,478.3657419,499.7596129,1.95514129,486.6983871,26.13463226,2.861134516,2.66199,23.24108065,22.05232903,1499.99871,0.692000613,0.307999387,34,28282.51613,1786462285,11:31:24,1786461809,1786462285,37,0.156,0.003,-2.6,0.326,436,26,0.41,0.03,-18.93236293,-69.20233422,7.00384425,0,1.95707439,0.102567387,0.029283932,0,0,2,0/2,2.63035,2.71239,0.10721,0.110468,0.131261,0.124807,24848,24456.9,25338.1,25290.9,30424.5,30175.7,38935.1,38072.7,1.66637,2.05018,0.0979826,0,31.7523,999.9,59.4,35.4,33.6771,62.7256,19.0465,1,0.462299,0,20.4207,5.21639,11.9852,4.96775,3.295,9113.3,9999,9999,254.3,4.97001,1.87546,1.87149,1.87469,1.87442,1.87244,1.87378,1.87491,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-2.675,0.326,-1.493952866,-0.002774575,7.27494E-07,-2.16226E-10,0.32357,0,0,0,23,2146,2,22,7.6,1.5,0.155029,4.99756,1.49902,2.27173,1.4978,2.33154,39.0436,15.2703,3,357.555,635.817,32.8632,33.2074,30.0001,33.0862,33.1224,-1,40,10,-999.9,400,20,100.068,106.383
37,1786462384,4385,20260811 11:33:03,11:33:03,15,1786462376,0.000887688,0.887687758,3.027632023,445.9424839,304.1411418,31.00715837,45.46379073,0.038137936,3.132382305,0.037881838,0.023699014,261.4503628,34.27539987,33.33313548,5.147447243,56.30082262,2.852175997,5.065957946,2.295271246,-39.14703013,-48.02747973,-3.518060679,170.7577922,0.691382864,0.888123388,3.027632023,463.0183691,456.184303,-0.062993309,92.64104337,0.887687758,25.9380625,28.00506485,0.000280846,97.18726958,0,0,1,0,52765.8141,1500.001935,1273.861654,0.849240007,0.174300017,9,0.5,0: Broadleaf,2,TRUE,1786462376,445.9424839,448.5512258,27.97625161,25.90526129,448.4874839,27.66825161,375.1583548,101.8499032,0.099994739,33.04873548,33.33313548,999.9,0,0,9995.035484,713.2,0.218638,-2.675175342,458.7176774,460.480129,2.089420645,448.5512258,25.90526129,2.851254839,2.63844871,23.18387419,21.9067,1500.001935,0.691999774,0.308000226,34,28282.57097,1786462408,11:33:28,1786462408,1786462405,38,0.047,-0.019,-2.545,0.308,434,26,0.55,0.14,-0.16944114,-54.43415854,5.283268323,0,2.116664,-0.607644878,0.05917847,0,0,2,0/2,2.63019,2.71251,0.101995,0.10252,0.130746,0.124207,24995.5,24678.1,25340.3,25293.4,30444.3,30198.5,38938.2,38076.4,1.6664,2.05102,0.102066,0,31.6804,999.9,58.7,35.5,33.4679,62.6956,19.0304,1,0.457927,0,20.4212,5.21639,11.9836,4.96775,3.29503,9113.3,9999,9999,254.3,4.97,1.87547,1.87149,1.87469,1.87442,1.87242,1.87378,1.87497,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-2.545,0.308,-1.493952866,-0.002774575,7.27494E-07,-2.16226E-10,0.32643,0,0,0,23,2146,2,22,9.6,1.6,0.155029,4.99756,1.49902,2.27173,1.4978,2.42554,39.0436,15.2878,3,357.281,635.914,32.8503,33.1659,29.9999,33.0302,33.062,-1,40,10,-999.9,400,20,100.076,106.393
38,1786462504,4505,20260811 11:35:03,11:35:03,15,1786462496,0.000928725,0.928725196,3.111025822,499.5192667,357.0529009,36.39886531,50.92224278,0.039643294,3.132748445,0.03936669,0.024628872,261.4500899,34.300772,33.38799667,5.163297164,56.20214546,2.852862558,5.076074116,2.310434606,-40.95678115,-51.29947907,-3.758962697,165.434867,6.279476339,0.903210845,3.111025822,515.6100883,514.9721515,-0.711094377,92.63701043,0.928725196,25.78418175,27.96672182,-0.001631313,96.95620085,0,0,1,0,52767.99745,1500.000667,1273.860556,0.849239993,0.174299983,9,0.5,0: Broadleaf,2,TRUE,1786462496,499.5192667,515.6659,27.98501667,25.87887667,502.2042667,27.66301667,375.1607333,101.8425,0.099999883,33.08425667,33.38799667,999.9,0,0,9997.433667,712.5134667,0.218638,-16.14600706,513.8939667,529.3668333,2.091836667,515.6659,25.87887667,2.848604667,2.635567333,23.16847667,21.88869667,1500.000667,0.692000233,0.307999767,34,28282.54667,1786462530,11:35:29,1786462526,1786462530,39,-0.025,0.015,-2.685,0.322,486,26,0.87,0.04,-22.25118616,144.6439506,17.0700505,0,2.055313902,0.839912404,0.10374324,0,0,2,0/2,2.63046,2.71262,0.111495,0.111223,0.130667,0.123519,24732.1,24439.2,25341.3,25293.8,30448.8,30223.4,38939.5,38076.7,1.66677,2.05137,0.0976026,0,31.8065,999.9,57.9,35.6,33.1964,62.6956,18.4976,1,0.455549,0,20.4206,5.21669,11.9849,4.96785,3.295,9113.3,9999,9999,254.3,4.96999,1.87547,1.87149,1.87468,1.87445,1.87241,1.87378,1.87495,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-2.685,0.322,-1.447065643,-0.002774575,7.27494E-07,-2.16226E-10,0.307690476,0,0,0,23,2146,2,22,1.6,1.6,0.155029,4.99756,1.49902,2.27173,1.4978,2.42065,39.0683,15.2528,3,357.258,635.772,32.8522,33.1277,30.0002,32.9891,33.0199,-1,40,10,-999.9,400,20,100.079,106.394
39,1786463223,5224.1,20260811 11:47:02,11:47:02,15,1786463215,0.000362464,0.362464173,0.947572535,425.4826774,303.6121255,30.94442296,43.36558005,0.014205722,3.132103206,0.014170025,0.008859465,261.4498095,34.53639157,33.49287419,5.193715478,52.65327649,2.687413303,5.103981142,2.506302175,-15.98467004,-52.50556189,-3.851949981,189.1076276,1.057103786,0.289423982,0.947572535,438.4909405,436.6456727,-0.049441011,92.63852496,0.362464173,25.8461823,26.46348364,0.022175623,97.03096345,5,1,1,0,52735.80224,1499.999032,1273.859169,0.849239994,0.174299985,9,0.5,0: Broadleaf,2,TRUE,1786463215,425.4826774,428.3143871,26.36763548,25.69154516,427.7676774,26.04263548,375.1174839,101.8210645,0.099841671,33.18192903,33.49287419,999.9,0,0,9996.591935,712.5012581,0.218638,-3.035032258,436.7877419,439.6083871,0.656322355,428.3143871,25.69154516,2.682766129,2.615938065,22.17990323,21.76608387,1499.999032,0.692000194,0.307999806,34,28282.50645,1786463248,11:47:27,1786463248,1786463243,41,0.224,0.02,-2.285,0.325,441,26,2.51,0.26,-3.080498975,4.255102458,1.751671616,0,0.736964475,-1.898263238,0.188688116,0,0,2,0/2,2.6301,2.71262,0.0986778,0.0987846,0.125615,0.12391,25056.7,24745.1,25310.5,25258.2,30590.2,30168.9,38892,38025.6,1.63185,2.04312,0.0782236,0,32.2334,999.9,55.2,36,32.3601,62.0129,18.3413,1,0.500531,0,20.4207,5.21624,11.9855,4.96775,3.295,9113.3,9999,9999,254.5,4.96997,1.87546,1.87149,1.87469,1.87439,1.87241,1.87378,1.87498,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-2.285,0.325,-1.417839565,-0.002774575,7.27494E-07,-2.16226E-10,0.30523,0,0,0,23,2146,2,22,1.5,1.6,0.153809,4.99756,1.4978,2.27173,1.4978,2.36328,39.2422,15.1477,3,341.974,632.596,32.9662,33.567,30.0008,33.3781,33.3918,-1,40,10,-999.9,400,20,99.9576,106.249
40,1786463382,5383.6,20260811 11:49:42,11:49:42,15,1786463374,0.000480917,0.480917485,1.182966495,413.6632667,298.9409573,30.46785749,42.16027663,0.01894262,3.132629242,0.018879214,0.011805188,261.4496177,34.59594422,33.62666,5.232744412,53.37895172,2.738035889,5.129429861,2.494708523,-21.20846108,-60.13478463,-4.415716216,175.6906557,1.874781039,0.309787806,1.182966495,428.7908429,425.9148606,-0.003868356,92.63908126,0.480917485,26.20739936,27.06278364,0.025833899,97.05943678,4,1,1,0,52732.6497,1499.998667,1273.858847,0.849239986,0.1742999,9,0.5,0: Broadleaf,2,TRUE,1786463374,413.6632667,418.4683667,26.86474,26.14151333,416.1332667,26.56074,375.1505667,101.8193333,0.099981317,33.27059333,33.62666,999.9,0,0,9999.164,712.8924667,0.218638,-4.573046,425.3308333,429.7013667,0.744487833,418.4683667,26.14151333,2.737515333,2.661711,22.51193667,22.05055667,1499.998667,0.692001433,0.3079986,34,28282.53,1786463410,11:50:09,1786463410,1786463402,42,-0.222,-0.021,-2.47,0.304,416,26,0.73,0.08,-4.5511645,4.538613659,1.261689425,0,0.7598508,-0.08186409,0.057033172,1,1,2,1/2,2.6299,2.7126,0.0967077,0.0967956,0.127475,0.124585,25097.9,24785.1,25297.7,25244.1,30510.6,30129.5,38872.8,38004.9,1.63125,2.03985,0.0773147,0,32.384,999.9,55.3,36.1,32.5954,62.2429,18.2652,1,0.520658,0,20.4208,5.21609,11.9858,4.9675,3.295,9113.3,9999,9999,254.6,4.97,1.87547,1.87149,1.87469,1.87441,1.87241,1.87378,1.87498,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-2.47,0.304,-1.193849021,-0.002774575,7.27494E-07,-2.16226E-10,0.325265,0,0,0,23,2146,2,22,2.2,2.3,0.153809,4.99756,1.49902,2.27173,1.4978,2.38892,39.292,15.1127,3,342.698,631.912,33.0449,33.7847,30.0007,33.589,33.5962,-1,40,10,-999.9,400,20,99.9076,106.19
